WORD	DIFFICULTY	SCRABBLE_SCORE	PAR
RAISE	8.82	5	3
TREAT	8.86	5	3
EXIST	18.23	12	3
GUARD	11.59	7	3
SHOOT	12.96	8	3
SOLID	10.33	6	3
SPORT	11.7	7	3
TASTE	9.06	5	3
HELLO	13.1	8	3
PLANE	11.8	7	3
SHAPE	15.83	10	3
UPPER	14.54	9	3
CHEAP	18.57	12	3
JOINT	18.6	12	3
STEEL	9.3	5	3
CROWD	17.34	11	3
ENEMY	16.04	10	3
FIXED	24.07	16	4
LIMIT	12.11	7	3
PROOF	16.14	10	3
CHAIR	16.18	10	3
HONOR	13.55	8	3
EMAIL	12.25	7	3
STUCK	17.61	11	3
DRAMA	13.65	8	3
ENTRY	13.68	8	3
GROWN	15.05	9	3
LYING	15.08	9	3
ROUTE	9.79	5	3
SMOKE	17.82	11	3
SQUAD	23.19	15	4
TEACH	16.56	10	3
ABUSE	12.59	7	3
ANGRY	15.29	9	3
LAUGH	15.32	9	3
LUNCH	16.69	10	3
ACTOR	12.73	7	3
CHAIN	16.76	10	3
EQUAL	22.13	14	4
QUIET	22.16	14	4
SPLIT	12.86	7	3
FAULT	14.23	8	3
MIXED	23.6	15	4
PHASE	16.97	10	3
SMILE	13	7	3
TRUCK	18.37	11	3
BLAME	15.74	9	3
DYING	17.1	10	3
FALSE	14.47	8	3
NOVEL	14.51	8	3
SHIRT	14.54	8	3
CREAM	15.91	9	3
MAYOR	17.28	10	3
THEME	17.31	10	3
USUAL	10.68	5	3
DRAFT	16.05	9	3
DRUNK	17.41	10	3
SPOKE	18.78	11	3
UPSET	13.48	7	3
CYCLE	20.18	12	3
ASIDE	12.22	6	3
EMPTY	20.25	12	3
KINDA	17.62	10	3
PRIZE	25.65	16	4
RURAL	11.02	5	3
ADMIT	15.06	8	3
FAVOR	19.09	11	3
FRAME	17.79	10	3
GUEST	12.49	6	3
TEETH	15.19	8	3
BUNCH	20.56	12	3
FRUIT	15.26	8	3
INDEX	21.96	13	4
SHIFT	19.33	11	3
STOOD	12.7	6	3
TIGHT	16.73	9	3
CHOSE	18.1	10	3
CRASH	18.13	10	3
DEPTH	19.5	11	3
DIRTY	16.87	9	3
ERROR	11.57	5	3
NOISE	11.61	5	3
PANEL	14.31	7	3
PLATE	14.34	7	3
SHAME	18.37	10	3
CABLE	17.08	9	3
PRINT	14.44	7	3
SIGHT	17.14	9	3
BROAD	15.85	8	3
DRAWN	17.21	9	3
MOTOR	14.58	7	3
SOLAR	11.95	5	3
BLIND	15.98	8	3
BRIEF	18.68	10	3
CHEST	18.72	10	3
DEBUT	16.09	8	3
PAINT	14.79	7	3
PILOT	14.82	7	3
STEAM	14.86	7	3
EXACT	24.22	14	4
QUOTE	24.26	14	4
SWEAR	16.29	8	3
TREND	13.66	6	3
BREAD	16.36	8	3
INNER	12.39	5	3
REPLY	19.1	10	3
TOWER	16.46	8	3
WHEEL	20.5	11	3
PRIDE	16.53	8	3
ROUGH	17.9	9	3
SMELL	15.27	7	3
TOPIC	17.97	9	3
TRICK	20.67	11	3
AUDIO	14.04	6	3
CHART	19.4	10	3
MOUNT	15.44	7	3
OCCUR	18.14	9	3
ARGUE	14.17	6	3
AWFUL	20.88	11	3
BOUND	16.91	8	3
CLOUD	16.94	8	3
LOOSE	12.98	5	3
MORAL	15.68	7	3
SHOCK	25.05	14	4
THICK	25.08	14	4
THREW	21.12	11	3
BONUS	15.82	7	3
FLASH	21.18	11	3
GROSS	14.55	6	3
REFER	17.25	8	3
TRAIL	13.29	5	3
BADLY	21.32	11	4
IDEAL	14.69	6	3
CLOCK	24.06	13	4
LABEL	16.09	7	3
PITCH	22.79	12	4
PLAIN	16.16	7	3
ANGER	14.86	6	3
COMIC	21.56	11	4
NEWLY	21.6	11	4
SKILL	18.96	9	3
SOLVE	17.67	8	3
TRASH	17.7	8	3
VIRUS	17.73	8	3
BOOST	16.43	7	3
CRACK	24.47	13	4
KNIFE	23.17	12	4
STEAL	13.87	5	3
BUDDY	23.24	12	4
DELAY	19.27	9	3
ELITE	13.97	5	3
FORTH	22.01	11	4
LAYER	18.04	8	3
MARRY	20.74	10	3
NURSE	14.11	5	3
SHEET	18.15	8	3
BENCH	23.51	12	4
IDIOT	15.55	6	3
MEDAL	18.25	8	3
SHELL	18.28	8	3
SILLY	18.32	8	3
ANGLE	15.69	6	3
FORUM	21.05	10	3
GRASS	15.75	6	3
HENCE	21.12	10	3
RAPID	18.49	8	3
SIXTH	27.86	15	4
VALID	19.89	9	3
VITAL	18.59	8	3
CREEK	22.63	11	4
FRAUD	19.99	9	3
HONEY	22.7	11	4
RATIO	14.73	5	3
SCARY	21.43	10	4
SPELL	17.46	7	3
SWORD	20.17	9	3
BEGUN	18.87	8	3
DADDY	22.9	11	4
DROVE	20.27	9	3
GLORY	20.3	9	3
JUICE	27	14	4
LOGIC	19.04	8	3
STRIP	17.74	7	3
DOZEN	28.44	15	4
FANCY	25.81	13	4
INPUT	17.84	7	3
KNOCK	28.54	15	4
OUGHT	20.58	9	3
FLOOD	20.61	9	3
RALLY	19.31	8	3
SWING	20.68	9	3
ALERT	15.38	5	3
ARENA	15.42	5	3
BRAVE	22.12	10	4
FLEET	19.48	8	3
SHAKE	24.85	12	4
SHORE	19.55	8	3
BLAST	18.25	7	3
POUND	19.62	8	3
PUNCH	24.99	12	4
FEWER	23.69	11	4
GRAVE	21.06	9	3
MOUSE	18.43	7	3
PIANO	18.46	7	3
SLAVE	19.83	8	3
CRAFT	22.53	10	4
DEVIL	21.23	9	3
SAUCE	18.6	7	3
SLIDE	17.3	6	3
ALIEN	16	5	3
BEAST	18.7	7	3
CANDY	24.07	11	4
FIFTY	28.1	14	4
RELAX	25.47	12	4
GLOBE	20.17	8	3
SPARE	18.87	7	3
QUEST	28.24	14	4
SIZED	29.61	15	4
ANIME	18.98	7	3
LOVER	20.34	8	3
PANIC	21.71	9	4
SCOPE	21.75	9	4
ALPHA	23.11	10	4
MERCY	25.81	12	4
OUTER	16.52	5	3
SCREW	23.22	10	4
VENUE	20.58	8	3
HABIT	23.28	10	4
NAVAL	20.65	8	3
PUSSY	23.35	10	4
ROBOT	19.39	7	3
TOXIC	28.76	14	4
WIDER	22.12	9	4
WOUND	22.16	9	4
ASSET	16.86	5	3
BRUSH	23.56	10	4
ESSAY	20.93	8	3
MAKER	24.96	11	4
ULTRA	17	5	3
USAGE	18.36	6	3
CANAL	19.73	7	3
CLIMB	25.1	11	4
FEVER	25.13	11	4
FLUID	22.5	9	4
NASTY	21.2	8	3
TWIST	21.24	8	4
BLOWN	23.94	10	4
FENCE	23.97	10	4
STOLE	17.34	5	3
DEALT	18.71	6	3
FLESH	25.41	11	4
FORTY	25.44	11	4
LASER	17.48	5	3
LOYAL	21.51	8	4
PATCH	26.88	12	4
RADAR	18.91	6	3
ADOPT	21.61	8	4
BLADE	21.65	8	4
CARGO	21.68	8	4
HUMOR	24.38	10	4
NERVE	21.75	8	4
SHEEP	24.45	10	4
TRACE	20.49	7	3
CHILL	24.52	10	4
GRAIN	19.22	6	3
LIVER	21.92	8	4
RIFLE	21.96	8	4
RIVAL	21.99	8	4
SADLY	23.36	9	4
SLEPT	20.73	7	3
SPRAY	24.76	10	4
SUITE	18.13	5	3
VERSE	22.16	8	4
BLESS	20.86	7	3
COUCH	27.57	12	4
CRUSH	24.93	10	4
GENRE	19.63	6	3
LEASE	18.33	5	3
SHINE	22.37	8	4
TWEET	22.4	8	4
INTER	18.44	5	3
REACT	21.14	7	3
SHADE	23.84	9	4
VOCAL	25.21	10	4
YIELD	23.91	9	4
BURST	21.28	7	4
SALAD	19.98	6	3
STAKE	24.01	9	4
SWIFT	26.71	11	4
AWAKE	28.08	12	4
BLANK	26.78	11	4
CURVE	25.48	10	4
HARSH	26.85	11	4
HURRY	26.88	11	4
ORGAN	20.25	6	3
SWEAT	22.95	8	4
ALIKE	24.32	9	4
ARROW	23.02	8	4
CABIN	24.39	9	4
EAGLE	20.42	6	3
EATEN	19.12	5	3
GUILT	20.49	6	3
THEFT	27.19	11	4
VALVE	27.23	11	4
CHARM	28.6	12	4
CRUEL	21.96	7	4
RIDGE	22	7	4
STAMP	24.7	9	4
VOTER	23.4	8	4
WITCH	30.1	13	4
ARRAY	23.47	8	4
BELLY	26.17	10	4
BOOTH	26.2	10	4
DERBY	27.57	11	4
FATAL	23.61	8	4
OUTTA	19.64	5	3
SHARK	29.01	12	4
DIARY	25.04	9	4
DRILL	21.08	6	3
METER	22.44	7	4
OLIVE	23.81	8	4
SAFER	23.85	8	4
SETUP	22.55	7	4
SKULL	25.25	9	4
SMASH	26.62	10	4
BASIN	22.65	7	4
BREED	24.02	8	4
BRIDE	24.05	8	4
CHICK	34.75	16	4
FREAK	29.45	12	4
GRIEF	25.49	9	4
LODGE	22.86	7	4
MERIT	22.89	7	4
MICRO	25.59	9	4
TOOTH	24.29	8	4
VIRAL	24.33	8	4
WIDOW	29.69	12	4
BEARD	24.39	8	4
CURSE	23.1	7	4
DRAIN	21.8	6	4
NINTH	24.5	8	4
PETTY	27.2	10	4
REIGN	21.9	6	4
SCARE	23.27	7	4
CHEAT	27.3	10	4
CHEER	27.34	10	4
CHILE	27.37	10	4
ELDER	22.07	6	4
FIBER	27.44	10	4
PULSE	23.47	7	4
REALM	23.51	7	4
SHOUT	24.88	8	4
ALTER	20.91	5	3
BRASS	23.61	7	4
GRAPH	28.98	11	4
SHOOK	30.35	12	4
STACK	29.05	11	4
AGING	23.75	7	4
AUDIT	22.45	6	4
SPITE	23.82	7	4
BURNT	23.85	7	4
BUYER	27.89	10	4
CEASE	23.92	7	4
CLOTH	27.95	10	4
EAGER	22.66	6	4
ELECT	24.02	7	4
LOBBY	30.72	12	4
ORBIT	24.09	7	4
RANCH	28.13	10	4
TRUNK	26.83	9	4
FERRY	29.53	11	4
GAUGE	24.23	7	4
RIDER	22.93	6	4
SHELF	29.63	11	4
WIDTH	31	12	4
LEGIT	23.03	6	4
LOSER	21.73	5	4
SHEER	25.77	8	4
THUMB	31.14	12	4
WHEAT	29.84	11	4
WRIST	25.87	8	4
ACUTE	24.57	7	4
CIVIC	31.27	12	4
CLERK	29.97	11	4
DRONE	23.34	6	4
FLOUR	26.04	8	4
MINUS	24.74	7	4
PAUSE	24.78	7	4
PUPPY	34.15	14	4
SLICE	24.85	7	4
VINYL	30.21	11	4
PROBE	27.58	9	4
REMIX	34.28	14	4
SNEAK	27.65	9	4
SPARK	30.35	11	4
STEEP	25.05	7	4
STRAW	26.42	8	4
WEIGH	31.79	12	4
ADAPT	26.49	8	4
CYBER	31.86	12	4
DENSE	23.89	6	4
KITTY	31.93	12	4
WHALE	30.63	11	4
ANKLE	27.99	9	4
ARMOR	25.36	7	4
BERRY	29.4	10	4
CLASH	29.43	10	4
GRASP	26.8	8	4
HANDY	32.17	12	4
POKER	30.87	11	4
SCOUT	25.57	7	4
STEAK	28.27	9	4
SWEEP	29.64	10	4
TUMOR	25.67	7	4
CHEEK	35.04	14	4
SKIRT	28.41	9	4
SPIKE	31.11	11	4
TOAST	23.14	5	4
WAIST	27.18	8	4
WRECK	35.21	14	4
BLEND	27.24	8	4
BRAKE	31.28	11	4
COUGH	31.31	11	4
DEPOT	27.35	8	4
DRANK	30.05	10	4
FEAST	27.42	8	4
FROST	27.45	8	4
PURSE	26.15	7	4
TENSE	23.52	5	4
VEGAN	28.89	9	4
FLOAT	27.59	8	4
GRIND	26.29	7	4
GROVE	28.99	9	4
HOBBY	37.02	15	4
NEWER	27.73	8	4
RISKY	33.09	12	4
SOBER	26.46	7	4
SPICE	29.16	9	4
SWEPT	30.53	10	4
TOWEL	27.9	8	4
ARISE	23.93	5	4
BLOOM	29.3	9	4
CLOWN	30.67	10	4
GUILD	26.7	7	4
PRONE	26.74	7	4
SIEGE	25.44	6	4
SIXTY	37.47	15	4
SONIC	26.84	7	4
SPINE	26.87	7	4
ADMIN	28.24	8	4
CRANE	26.94	7	4
DONOR	25.64	6	4
PASTA	27.01	7	4
TENTH	28.38	8	4
BATCH	33.75	12	4
PASTE	27.11	7	4
STARE	24.48	5	4
BLUNT	27.18	7	4
CHAMP	36.55	14	4
DITCH	32.58	11	4
SCRAP	29.95	9	4
SHAFT	32.65	11	4
SLOPE	27.35	7	4
SNACK	32.72	11	4
STERN	24.76	5	4
STIFF	32.79	11	4
SWORN	28.82	8	4
UNITE	24.86	5	4
VAULT	28.89	8	4
WAGON	30.26	9	4
MIDST	28.96	8	4
MOMMY	37	14	4
ONION	25.03	5	4
ROGUE	26.4	6	4
BUNNY	31.77	10	4
HOLLY	33.13	11	4
KARMA	33.17	11	4
SHINY	33.2	11	4
SPOON	27.9	7	4
THIEF	33.27	11	4
ALLEY	29.3	8	4
BULLY	32.01	10	4
MARSH	32.04	10	4
MESSY	32.07	10	4
NINJA	34.78	12	4
ROAST	25.48	5	4
SALON	25.51	5	4
VAGUE	30.88	9	4
CORAL	28.25	7	4
DOUGH	32.28	10	4
IRONY	29.65	8	4
MAPLE	31.02	9	4
RELAY	29.72	8	4
RISEN	25.75	5	4
STUNT	25.79	5	4
FREED	31.15	9	4
KERRY	35.19	12	4
NICHE	32.56	10	4
PORCH	35.26	12	4
UTTER	25.96	5	4
CREEP	31.32	9	4
ELBOW	32.69	10	4
EXILE	35.39	12	4
GOOSE	27.43	6	4
GRILL	27.46	6	4
RULER	26.16	5	4
SPERM	31.53	9	4
SPILL	28.9	7	4
SWAMP	35.6	12	4
TASTY	30.3	8	4
URINE	26.33	5	4
CALIF	33.04	10	4
DECAY	34.4	11	4
FLOWN	34.44	11	4
IMPLY	35.81	12	4
MERRY	33.17	10	4
RESET	26.54	5	4
SHAVE	34.58	11	4
VODKA	37.28	13	4
DRIFT	31.98	9	4
NIECE	29.34	7	4
SCENT	29.38	7	4
SLATE	26.75	5	4
SURGE	28.11	6	4
TOKEN	32.15	9	4
YACHT	37.52	13	4
INTRO	26.88	5	4
MANOR	29.59	7	4
PROMO	32.29	9	4
PUPIL	32.32	9	4
SPOIL	29.69	7	4
ALTAR	27.06	5	4
COMBO	35.09	11	4
FATTY	35.12	11	4
FLUSH	35.16	11	4
HAIRY	35.19	11	4
OUNCE	29.89	7	4
SEIZE	39.26	14	4
SPICY	36.63	12	4
STING	28.66	6	4
REHAB	34.03	10	4
STALL	27.4	5	4
STRAP	30.1	7	4
BLISS	30.13	7	4
DISCO	31.5	8	4
FAINT	31.54	8	4
FORGE	32.9	9	4
NOTCH	34.27	10	4
QUEUE	39.64	14	4
BRAVO	34.34	10	4
CRAWL	34.37	10	4
DIGIT	30.41	7	4
FLINT	31.78	8	4
JELLY	41.14	15	4
LUNAR	27.85	5	4
PEACH	37.21	12	4
DUNNO	29.25	6	4
METRE	30.62	7	4
PINCH	37.32	12	4
QUEER	40.02	14	4
ROVER	32.05	8	4
SYRUP	34.75	10	4
LINER	28.12	5	4
MERGE	32.15	8	4
MORON	30.86	7	4
NAIVE	32.22	8	4
RIGID	30.92	7	4
VIVID	37.63	12	4
BROOK	36.33	11	4
HEDGE	35.03	10	4
JOKER	43.06	16	4
RAINY	32.43	8	4
SALTY	32.46	8	4
SKATE	33.83	9	4
STRAY	32.53	8	4
TEMPO	33.9	9	4
TORCH	35.27	10	4
TURBO	31.3	7	4
AROSE	28.67	5	4
BLINK	36.7	11	4
CHILI	35.4	10	4
EXCEL	40.77	14	4
GENUS	30.14	6	4
GLOVE	34.17	9	4
GREED	31.54	7	4
GREET	30.24	6	4
OWING	34.28	9	4
PROXY	44.98	17	4
RENEW	33.01	8	4
RETRO	29.05	5	4
RUMOR	31.75	7	4
STOKE	34.45	9	4
THIGH	38.48	12	4
TROLL	29.18	5	4
AMINO	31.89	7	4
BLEED	33.25	8	4
BRACE	34.62	9	4
CHOKE	41.32	14	4
MOTTO	32.02	7	4
ONSET	29.39	5	4
PIXEL	41.42	14	4
PROSE	32.13	7	4
RAZOR	41.49	14	4
STEER	29.53	5	4
VERSA	33.56	8	4
AMPLE	34.93	9	4
BINGO	33.63	8	4
CUBIC	37.67	11	4
EBOOK	37.7	11	4
MACRO	35.07	9	4
SHADY	39.1	12	4
SLACK	37.8	11	4
SLICK	37.84	11	4
STOVE	33.87	8	4
TRACT	32.57	7	4
VISTA	33.94	8	4
VOGUE	35.31	9	4
ADORE	31.34	6	4
CREED	34.04	8	4
CRISP	35.41	9	4
CRUST	32.78	7	4
FLORA	34.15	8	4
GRAPE	34.18	8	4
JUICY	46.21	17	4
MOODY	38.25	11	4
PRANK	38.28	11	4
SPEAR	32.98	7	4
STAIN	30.35	5	4
TIDAL	31.72	6	4
WRATH	38.42	11	4
BLAZE	45.12	16	4
CHALK	42.49	14	4
FLOCK	42.52	14	4
HYPER	41.22	13	4
MOIST	33.26	7	4
SCOOP	35.96	9	4
SCRUB	35.99	9	4
SHALE	34.7	8	4
TITAN	30.73	5	4
TRAIT	30.76	5	4
TROOP	33.46	7	4
CLONE	33.5	7	4
DROWN	36.2	9	4
JEWEL	44.23	15	4
OBESE	33.6	7	4
SCARF	37.64	10	4
SUSHI	35	8	4
TIMER	33.71	7	4
TYING	36.41	9	4
BORNE	33.77	7	4
DUSTY	36.47	9	4
FIBRE	37.84	10	4
FOCAL	37.88	10	4
NOISY	35.24	8	4
SNAIL	31.28	5	4
TUTOR	31.31	5	4
VERGE	36.68	9	4
YEAST	35.38	8	4
ERASE	31.42	5	4
MANLY	38.12	10	4
OXIDE	42.15	13	4
PENCE	36.85	9	4
REPAY	38.22	10	4
SHOVE	39.59	11	4
BOOZE	46.29	16	4
CHORD	39.66	11	4
CREST	34.36	7	4
DECOR	35.73	8	4
FETCH	42.43	13	4
NEXUS	41.13	12	4
NICER	34.49	7	4
OPTIC	37.2	9	4
PANDA	35.9	8	4
SLASH	35.93	8	4
CHUNK	43.97	14	4
COCOA	37.33	9	4
DREAD	34.7	7	4
FLANK	41.4	12	4
FLARE	36.1	8	4
FOREX	45.47	15	4
LEVER	36.17	8	4
PEDAL	36.21	8	4
QUERY	48.24	17	4
SEWER	36.27	8	4
SMACK	42.98	13	4
SWELL	36.34	8	4
ALIGN	33.71	6	4
ATTIC	35.08	7	4
AWAIT	36.45	8	4
CACHE	41.81	12	4
COMFY	45.85	15	4
CONDO	36.55	8	4
FLICK	44.58	14	4
FUNKY	45.95	15	4
GROOM	36.65	8	4
HYDRO	42.02	12	4
LYRIC	39.39	10	4
PLEAD	36.76	8	4
DEBIT	36.79	8	4
GAMER	36.82	8	4
LOTUS	32.86	5	4
TALLY	36.89	8	4
WEDGE	39.59	10	4
ALLOY	36.96	8	4
CRANK	41	11	4
LINEN	33.03	5	4
MOOSE	35.73	7	4
MOTEL	35.77	7	4
RESIN	33.13	5	4
STINT	33.17	5	4
WEARY	41.2	11	4
AGONY	38.57	9	4
BINGE	37.27	8	4
CASTE	35.97	7	4
CHANT	40.01	10	4
COLON	36.04	7	4
CURLY	40.07	10	4
FETUS	37.44	8	4
MOUND	37.48	8	4
MUDDY	42.84	12	4
ABIDE	37.55	8	4
AVAIL	37.58	8	4
BOOTY	40.28	10	4
MADAM	40.31	10	4
NANNY	37.68	8	4
POPPY	45.72	14	4
TEASE	33.75	5	4
BLUFF	44.45	13	4
FACTO	40.49	10	4
FLYER	41.85	11	4
MINER	36.56	7	4
NEEDY	39.26	9	4
SWIPE	40.62	10	4
BLITZ	48.66	16	4
CIGAR	38.03	8	4
CIRCA	39.39	9	4
CLOAK	42.09	11	4
DWELL	39.46	9	4
FIERY	42.16	11	4
GIMME	40.86	10	4
GOOFY	43.57	12	4
JOLLY	47.6	15	4
MUMMY	46.3	14	4
PURGE	38.33	8	4
RHINO	38.37	8	4
VENOM	41.07	10	4
WINDY	43.77	12	4
BLUSH	41.14	10	4
FURRY	42.51	11	4
MANGO	38.54	8	4
ODDLY	41.24	10	4
PAGAN	38.61	8	4
PSALM	39.98	9	4
RHYME	45.34	13	4
SAVVY	46.71	14	4
SPREE	37.41	7	4
VAPOR	41.45	10	4
WITTY	42.82	11	4
WOVEN	42.85	11	4
AMEND	38.88	8	4
BLOKE	42.92	11	4
BLOND	38.95	8	4
BOWEL	41.65	10	4
CATER	37.69	7	4
DEITY	40.39	9	4
FINCH	45.76	13	4
SEDAN	36.46	6	4
SLANG	36.49	6	4
ALGAE	36.53	6	4
DRYER	40.56	9	4
ETHIC	41.93	10	4
FLAIR	39.3	8	4
HAUNT	39.33	8	4
SLAIN	35.36	5	4
STASH	39.4	8	4
YUMMY	48.77	15	4
ADOBE	39.47	8	4
BRAWL	42.17	10	4
QUOTA	47.54	14	4
QURAN	47.57	14	4
SALSA	35.61	5	4
SWORE	39.64	8	4
VOMIT	42.34	10	4
WEAVE	43.71	11	4
DENIM	39.74	8	4
ERECT	38.44	7	4
FAUNA	39.81	8	4
FLIRT	39.85	8	4
FLUTE	39.88	8	4
MATTE	38.58	7	4
STOOL	35.95	5	4
TAXED	46.65	13	4
TREAD	37.35	6	4
TRUCE	38.72	7	4
UNFIT	40.09	8	4
