WORD	DIFFICULTY	SCRABBLE_SCORE	PAR
SCOPE	20.85	9	3
ALPHA	22.88	10	4
MERCY	26.9	12	4
OUTER	12.93	5	3
SCREW	22.96	10	4
VENUE	18.98	8	3
HABIT	23.01	10	4
NAVAL	19.04	8	3
PUSSY	23.06	10	4
ROBOT	17.09	7	3
TOXIC	31.12	14	4
WIDER	21.15	9	3
WOUND	21.17	9	3
ASSET	13.2	5	3
BRUSH	23.23	10	4
ESSAY	19.25	8	3
MAKER	25.28	11	4
ULTRA	13.31	5	3
USAGE	15.33	6	3
CANAL	17.36	7	3
CLIMB	25.39	11	4
FEVER	25.41	11	4
FLUID	21.44	9	4
NASTY	19.47	8	3
TWIST	19.49	8	3
BLOWN	23.52	10	4
FENCE	23.55	10	4
STOLE	13.58	5	3
DEALT	15.6	6	3
FLESH	25.63	11	4
FORTY	25.66	11	4
LASER	13.68	5	3
LOYAL	19.71	8	3
PATCH	27.74	12	4
RADAR	15.76	6	3
ADOPT	19.79	8	3
BLADE	19.82	8	3
CARGO	19.84	8	3
HUMOR	23.87	10	4
NERVE	19.9	8	3
SHEEP	23.92	10	4
TRACE	17.95	7	3
CHILL	23.98	10	4
GRAIN	16.01	6	3
LIVER	20.03	8	3
RIFLE	20.06	8	3
RIVAL	20.09	8	3
SADLY	22.11	9	4
SLEPT	18.14	7	3
SPRAY	24.17	10	4
SUITE	14.19	5	3
VERSE	20.22	8	3
BLESS	18.25	7	3
COUCH	28.27	12	4
CRUSH	24.3	10	4
GENRE	16.33	6	3
LEASE	14.35	5	3
SHINE	20.38	8	3
TWEET	20.41	8	3
INTER	14.44	5	3
REACT	18.46	7	3
SHADE	22.49	9	4
VOCAL	24.52	10	4
YIELD	22.54	9	4
BURST	18.57	7	3
SALAD	16.6	6	3
STAKE	22.62	9	4
SWIFT	26.65	11	4
AWAKE	28.68	12	4
BLANK	26.7	11	4
CURVE	24.73	10	4
HARSH	26.76	11	4
HURRY	26.78	11	4
ORGAN	16.81	6	3
SWEAT	20.84	8	3
ALIKE	22.87	9	4
ARROW	20.89	8	3
CABIN	22.92	9	4
EAGLE	16.95	6	3
EATEN	14.97	5	3
GUILT	17	6	3
THEFT	27.03	11	4
VALVE	27.05	11	4
CHARM	29.08	12	4
CRUEL	19.11	7	3
RIDGE	19.13	7	3
STAMP	23.16	9	4
VOTER	21.19	8	3
WITCH	31.22	13	4
ARRAY	21.24	8	3
BELLY	25.27	10	4
BOOTH	25.3	10	4
DERBY	27.32	11	4
FATAL	21.35	8	4
OUTTA	15.38	5	3
SHARK	29.4	12	4
DIARY	23.43	9	4
DRILL	17.46	6	3
METER	19.48	7	3
OLIVE	21.51	8	4
SAFER	21.54	8	4
SETUP	19.56	7	3
SKULL	23.59	9	4
SMASH	25.62	10	4
BASIN	19.65	7	3
BREED	21.67	8	4
BRIDE	21.7	8	4
CHICK	37.73	16	4
FREAK	29.75	12	4
GRIEF	23.78	9	4
LODGE	19.81	7	3
MERIT	19.83	7	3
MICRO	23.86	9	4
TOOTH	21.89	8	4
VIRAL	21.91	8	4
WIDOW	29.94	12	4
BEARD	21.97	8	4
CURSE	19.99	7	3
DRAIN	18.02	6	3
NINTH	22.05	8	4
PETTY	26.08	10	4
REIGN	18.1	6	3
SCARE	20.13	7	3
CHEAT	26.16	10	4
CHEER	26.18	10	4
CHILE	26.21	10	4
ELDER	18.24	6	3
FIBER	26.26	10	4
PULSE	20.29	7	3
REALM	20.32	7	3
SHOUT	22.34	8	4
ALTER	16.37	5	3
BRASS	20.4	7	3
GRAPH	28.42	11	4
SHOOK	30.45	12	4
STACK	28.48	11	4
AGING	20.51	7	3
AUDIT	18.53	6	3
SPITE	20.56	7	3
BURNT	20.59	7	3
BUYER	26.61	10	4
CEASE	20.64	7	3
CLOTH	26.67	10	4
EAGER	18.69	6	3
ELECT	20.72	7	3
LOBBY	30.75	12	4
ORBIT	20.77	7	3
RANCH	26.8	10	4
TRUNK	24.83	9	4
FERRY	28.85	11	4
GAUGE	20.88	7	3
RIDER	18.91	6	3
SHELF	28.94	11	4
WIDTH	30.96	12	4
LEGIT	18.99	6	3
LOSER	17.02	5	3
SHEER	23.04	8	4
THUMB	31.07	12	4
WHEAT	29.1	11	4
WRIST	23.12	8	4
ACUTE	21.15	7	3
CIVIC	31.18	12	4
CLERK	29.2	11	4
DRONE	19.23	6	3
FLOUR	23.26	8	4
MINUS	21.28	7	3
PAUSE	21.31	7	3
PUPPY	35.34	14	4
SLICE	21.37	7	4
VINYL	29.39	11	4
LINUX	31.42	12	4
PROBE	25.45	9	4
REMIX	35.47	14	4
SNEAK	25.5	9	4
SPARK	29.53	11	4
STEEP	21.55	7	4
STRAW	23.58	8	4
WEIGH	31.61	12	4
ADAPT	23.63	8	4
CYBER	31.66	12	4
DENSE	19.69	6	3
KITTY	31.72	12	4
WHALE	29.74	11	4
ANKLE	25.77	9	4
ARMOR	21.8	7	4
BERRY	27.82	10	4
CLASH	27.85	10	4
GRASP	23.88	8	4
HANDY	31.9	12	4
POKER	29.93	11	4
SCOUT	21.96	7	4
STEAK	25.98	9	4
SWEEP	28.01	10	4
TUMOR	22.04	7	4
CHEEK	36.06	14	4
SKIRT	26.09	9	4
SPIKE	30.12	11	4
TOAST	18.15	5	3
WAIST	24.17	8	4
WRECK	36.2	14	4
BLEND	24.23	8	4
BRAKE	30.25	11	4
COUGH	30.28	11	4
DEPOT	24.31	8	4
DRANK	28.33	10	4
FEAST	24.36	8	4
FROST	24.39	8	4
PURSE	22.41	7	4
TENSE	18.44	5	3
VEGAN	26.47	9	4
FLOAT	24.49	8	4
GRIND	22.52	7	4
GROVE	26.55	9	4
HOBBY	38.58	15	4
NEWER	24.6	8	4
RISKY	32.63	12	4
SOBER	22.66	7	4
SPICE	26.68	9	4
SWEPT	28.71	10	4
TOWEL	24.74	8	4
ARISE	18.76	5	3
BLOOM	26.79	9	4
CLOWN	28.82	10	4
GUILD	22.84	7	4
PRONE	22.87	7	4
SIEGE	20.9	6	3
SIXTY	38.92	15	4
SONIC	22.95	7	4
SPINE	22.98	7	4
ADMIN	25.01	8	4
CRANE	23.03	7	4
DONOR	21.06	6	3
PASTA	23.09	7	4
TENTH	25.11	8	4
BATCH	33.14	12	4
MITCH	33.17	12	4
PASTE	23.19	7	4
STARE	19.22	5	3
BLUNT	23.25	7	4
CHAMP	37.27	14	4
DITCH	31.3	11	4
SCRAP	27.33	9	4
SHAFT	31.35	11	4
SLOPE	23.38	7	4
SNACK	31.41	11	4
STERN	19.44	5	3
STIFF	31.46	11	4
SWORN	25.49	8	4
UNITE	19.52	5	3
VAULT	25.54	8	4
WAGON	27.57	9	4
MIDST	25.6	8	4
MOMMY	37.62	14	4
ONION	19.65	5	3
ROGUE	21.68	6	4
BUNNY	29.7	10	4
HOLLY	31.73	11	4
KARMA	31.76	11	4
SHINY	31.78	11	4
SPOON	23.81	7	4
THIEF	31.84	11	4
ALLEY	25.87	8	4
BULLY	29.89	10	4
BURKE	31.92	11	4
MARSH	29.95	10	4
MESSY	29.97	10	4
NINJA	34	12	4
ROAST	20.03	5	3
SALON	20.05	5	3
VAGUE	28.08	9	4
CORAL	24.11	7	4
DOUGH	30.13	10	4
IRONY	26.16	8	4
MAPLE	28.19	9	4
RELAY	26.22	8	4
RISEN	20.24	5	3
STUNT	20.27	5	3
FREED	28.3	9	4
KERRY	34.32	12	4
NICHE	30.35	10	4
PORCH	34.38	12	4
UTTER	20.4	5	3
CREEP	28.43	9	4
ELBOW	30.46	10	4
EXILE	34.48	12	4
GOOSE	22.51	6	4
GRILL	22.54	6	4
RULER	20.56	5	3
SPERM	28.59	9	4
SPILL	24.62	7	4
SWAMP	34.65	12	4
TASTY	26.67	8	4
URINE	20.7	5	3
CALIF	30.73	10	4
DECAY	32.75	11	4
FLOWN	32.78	11	4
IMPLY	34.81	12	4
MERRY	30.83	10	4
RESET	20.86	5	3
SHAVE	32.89	11	4
VODKA	36.91	13	4
DRIFT	28.94	9	4
NIECE	24.97	7	4
SCENT	24.99	7	4
SLATE	21.02	5	3
SURGE	23.05	6	4
TOKEN	29.08	9	4
YACHT	37.1	13	4
INTRO	21.13	5	3
MANOR	25.16	7	4
PROMO	29.18	9	4
PUPIL	29.21	9	4
SPOIL	25.24	7	4
ALTAR	21.26	5	3
COMBO	33.29	11	4
FATTY	33.32	11	4
FLUSH	33.34	11	4
HAIRY	33.37	11	4
OUNCE	25.4	7	4
SEIZE	39.42	14	4
SPICY	35.45	12	4
STING	23.48	6	4
REHAB	31.51	10	4
STALL	21.53	5	4
STRAP	25.56	7	4
BLISS	25.59	7	4
DISCO	27.61	8	4
FAINT	27.64	8	4
FORGE	29.67	9	4
NOTCH	31.69	10	4
QUEUE	39.72	14	4
BRAVO	31.75	10	4
CRAWL	31.77	10	4
DIGIT	25.8	7	4
FLINT	27.83	8	4
JELLY	41.85	15	4
LUNAR	21.88	5	4
PEACH	35.91	12	4
DUNNO	23.94	6	4
METRE	25.96	7	4
PINCH	35.99	12	4
QUEER	40.02	14	4
ROVER	28.04	8	4
SYRUP	32.07	10	4
LINER	22.1	5	4
MERGE	28.12	8	4
MORON	26.15	7	4
NAIVE	28.18	8	4
RIGID	26.2	7	4
VIVID	36.23	12	4
BROOK	34.26	11	4
HEDGE	32.28	10	4
JOKER	44.31	16	4
RAINY	28.34	8	4
SALTY	28.37	8	4
SKATE	30.39	9	4
STRAY	28.42	8	4
TEMPO	30.45	9	4
TORCH	32.47	10	4
TURBO	26.5	7	4
AROSE	22.53	5	4
BLINK	34.55	11	4
CHILI	32.58	10	4
EXCEL	40.61	14	4
GENUS	24.63	6	4
GLOVE	30.66	9	4
GREED	26.69	7	4
GREET	24.72	6	4
OWING	30.74	9	4
PROXY	46.77	17	4
RENEW	28.8	8	4
RETRO	22.82	5	4
RUMOR	26.85	7	4
STOKE	30.88	9	4
THIGH	36.9	12	4
TROLL	22.93	5	4
AMINO	26.96	7	4
BLEED	28.98	8	4
BRACE	31.01	9	4
CHOKE	41.04	14	4
MOTTO	27.06	7	4
ONSET	23.09	5	4
PIXEL	41.12	14	4
PROSE	27.15	7	4
RAZOR	41.17	14	4
STEER	23.2	5	4
VERSA	29.23	8	4
AMPLE	31.25	9	4
BINGO	29.28	8	4
BROCK	39.31	13	4
CUBIC	35.33	11	4
EBOOK	35.36	11	4
MACRO	31.39	9	4
SHADY	37.41	12	4
SLACK	35.44	11	4
SLICK	35.47	11	4
STOVE	29.49	8	4
TRACT	27.52	7	4
VISTA	29.55	8	4
VOGUE	31.58	9	4
ADORE	25.6	6	4
CREED	29.63	8	4
CRISP	31.66	9	4
CRUST	27.68	7	4
FLORA	29.71	8	4
GRAPE	29.74	8	4
JUICY	47.76	17	4
MOODY	35.79	11	4
PRANK	35.82	11	4
SPEAR	27.84	7	4
STAIN	23.87	5	4
TIDAL	25.9	6	4
WRATH	35.92	11	4
BLAZE	45.95	16	4
CHALK	41.98	14	4
FLOCK	42.01	14	4
HYPER	40.03	13	4
MOIST	28.06	7	4
SCOOP	32.09	9	4
SCRUB	32.11	9	4
SHALE	30.14	8	4
TITAN	24.17	5	4
TRAIT	24.19	5	4
TROOP	28.22	7	4
CLONE	28.25	7	4
DROWN	32.27	9	4
JEWEL	44.3	15	4
OBESE	28.33	7	4
SCARF	34.35	10	4
SUSHI	30.38	8	4
TIMER	28.41	7	4
TYING	32.44	9	4
BORNE	28.46	7	4
DUSTY	32.49	9	4
FIBRE	34.52	10	4
FOCAL	34.54	10	4
NOISY	30.57	8	4
SNAIL	24.6	5	4
TUTOR	24.62	5	4
VERGE	32.65	9	4
YEAST	30.68	8	4
ERASE	24.7	5	4
MANLY	34.73	10	4
OXIDE	40.76	13	4
PENCE	32.78	9	4
REPAY	34.81	10	4
SHOVE	36.84	11	4
BOOZE	46.87	16	4
CHORD	36.89	11	4
CREST	28.92	7	4
DECOR	30.95	8	4
FETCH	40.97	13	4
KIRBY	43	14	4
NEXUS	39.03	12	4
NICER	29.05	7	4
OPTIC	33.08	9	4
PANDA	31.11	8	4
SLASH	31.13	8	4
CHUNK	43.16	14	4
COCOA	33.19	9	4
DREAD	29.22	7	4
FLANK	39.24	12	4
FLARE	31.27	8	4
FOREX	45.3	15	4
LEVER	31.32	8	4
PEDAL	31.35	8	4
QUERY	49.38	17	4
SEWER	31.4	8	4
SMACK	41.43	13	4
SONNY	31.46	8	4
SWELL	31.48	8	4
ALIGN	27.51	6	4
ATTIC	29.54	7	4
AWAIT	31.56	8	4
CACHE	39.59	12	4
COMFY	45.62	15	4
CONDO	31.65	8	4
FLICK	43.67	14	4
FUNKY	45.7	15	4
GROOM	31.73	8	4
HYDRO	39.75	12	4
LYRIC	35.78	10	4
NIGGA	29.81	7	4
PLEAD	31.83	8	4
DEBIT	31.86	8	4
DENIS	27.89	6	4
GAMER	31.91	8	4
LOTUS	25.94	5	4
MALIK	37.97	11	4
TALLY	31.99	8	4
WEDGE	36.02	10	4
ALLOY	32.05	8	4
CRANK	38.08	11	4
LINEN	26.1	5	4
MOOSE	30.13	7	4
MOTEL	30.16	7	4
RESIN	26.18	5	4
STINT	26.21	5	4
WEARY	38.24	11	4
WILLY	38.26	11	4
AGONY	34.29	9	4
BINGE	32.32	8	4
CASTE	30.34	7	4
CHANT	36.37	10	4
COLON	30.4	7	4
CURLY	36.42	10	4
FETUS	32.45	8	4
MOUND	32.48	8	4
MUDDY	40.51	12	4
SAMMY	40.53	12	4
ABIDE	32.56	8	4
AVAIL	32.59	8	4
BOOTY	36.61	10	4
MADAM	36.64	10	4
NANNY	32.67	8	4
POPPY	44.69	14	4
TEASE	26.72	5	4
BLUFF	42.75	13	4
FACTO	36.77	10	4
FLYER	38.8	11	4
MINER	30.83	7	4
NEEDY	34.85	9	4
SWIPE	36.88	10	4
BLITZ	48.91	16	4
CIGAR	32.94	8	4
CIRCA	34.96	9	4
CLOAK	38.99	11	4
DWELL	35.02	9	4
FIERY	39.04	11	4
GIMME	37.07	10	4
GOOFY	41.1	12	4
JOLLY	47.12	15	4
MUMMY	45.15	14	4
PURGE	33.18	8	4
RHINO	33.2	8	4
VENOM	37.23	10	4
WINDY	41.26	12	4
BLUSH	37.28	10	4
FURRY	39.31	11	4
MANGO	33.34	8	4
ODDLY	37.37	10	4
PAGAN	33.39	8	4
PSALM	35.42	9	4
RHYME	43.45	13	4
SAVVY	45.47	14	4
SPREE	31.5	7	4
VAPOR	37.53	10	4
WITTY	39.55	11	4
WOVEN	39.58	11	4
AMEND	33.61	8	4
BLOKE	39.63	11	4
BLOND	33.66	8	4
BOWEL	37.69	10	4
CATER	31.72	7	4
DEITY	35.74	9	4
FINCH	43.77	13	4
GYPSY	45.8	14	4
MONTY	37.82	10	4
SEDAN	29.85	6	4
SLANG	29.88	6	4
ALGAE	29.9	6	4
BOWIE	37.93	10	4
DRYER	35.96	9	4
ETHIC	37.98	10	4
FLAIR	34.01	8	4
HAUNT	34.04	8	4
KYLIE	42.06	12	4
SLAIN	28.09	5	4
STASH	34.12	8	4
YUMMY	48.15	15	4
ADOBE	34.17	8	4
BRAWL	38.2	10	4
CHEVY	50.23	16	4
