WORD	DIFFICULTY	SCRABBLE_SCORE	PAR
LABEL	4.87	7	3
GRAIN	4.89	6	3
PLAIN	4.89	7	3
DRIVE	4.9	9	3
SHOOT	4.94	8	3
BOOST	4.95	7	3
HELLO	4.98	8	3
CARES	4.99	7	3
GENRE	5.01	6	3
DAILY	5.04	9	3
PAPER	5.05	9	3
LANES	5.07	5	3
HONOR	5.07	8	3
SALAD	5.1	6	3
DRAMA	5.1	8	3
ENTRY	5.11	8	3
RACES	5.11	7	3
PIECE	5.13	9	3
GENES	5.14	6	3
SHOES	5.14	8	3
TOAST	5.16	5	3
ORGAN	5.17	6	3
SPELL	5.17	7	3
ALBUM	5.17	9	3
EIGHT	5.18	9	3
PEACE	5.19	9	3
EAGLE	5.21	6	3
STRIP	5.21	7	3
GUILT	5.22	6	3
AHEAD	5.22	9	3
FAULT	5.23	8	3
TENSE	5.23	5	3
INPUT	5.24	7	3
BLUES	5.25	7	3
LOVED	5.26	9	3
DELTA	5.26	6	3
VOTES	5.26	8	3
FALSE	5.27	8	3
MARIA	5.27	7	3
NOVEL	5.29	8	3
SHIRT	5.29	8	3
PAGES	5.32	8	3
ROBIN	5.32	7	3
ARISE	5.33	5	3
BLAST	5.34	7	3
CLAIM	5.34	9	3
BONES	5.34	7	3
MONEY	5.35	10	3
WALES	5.37	8	3
MOUSE	5.37	7	3
WOMEN	5.37	10	3
OSCAR	5.38	7	3
PIANO	5.38	7	3
ARMED	5.38	8	3
DRILL	5.4	6	3
TRUMP	5.41	9	3
POWER	5.41	10	3
SAUCE	5.42	7	3
ADMIT	5.42	8	3
BEAST	5.44	7	3
TEETH	5.44	8	3
PARTY	5.45	10	3
FRUIT	5.45	8	3
DATED	5.46	7	3
STARE	5.47	5	3
ALARM	5.48	7	3
BASIC	5.49	9	3
GRACE	5.49	8	3
LINED	5.49	6	3
CRIME	5.5	9	3
SPARE	5.5	7	3
OPERA	5.51	7	3
STERN	5.52	5	3
ANIME	5.53	7	3
AWARD	5.54	9	3
UNITE	5.54	5	3
DRAIN	5.55	6	3
LIVED	5.56	9	3
BROAD	5.57	8	3
AVOID	5.57	9	3
REIGN	5.58	6	3
ONION	5.59	5	3
BLIND	5.6	8	3
HUMAN	5.61	10	3
DEBUT	5.61	8	3
WOMAN	5.62	10	3
ELDER	5.63	6	3
NOBLE	5.63	7	3
ROBOT	5.65	7	3
SWEAR	5.65	8	3
BREAD	5.66	8	3
RIDES	5.66	6	3
ASKED	5.68	10	3
TOWER	5.69	8	3
PHONE	5.7	10	3
ROAST	5.7	5	3
AUDIT	5.71	6	3
PRIDE	5.71	8	3
SALON	5.71	5	3
CANAL	5.72	7	3
LOGAN	5.73	6	3
LEWIS	5.73	8	3
EAGER	5.76	6	3
RISEN	5.76	5	3
STUNT	5.76	5	3
MONTH	5.76	10	3
BOUND	5.78	8	3
MALES	5.78	7	3
PRIME	5.78	9	3
WEIRD	5.79	9	3
FILES	5.79	8	3
FORCE	5.79	10	3
CLOUD	5.79	8	3
DIANA	5.82	6	3
ABOVE	5.82	10	3
UTTER	5.83	5	3
RIDER	5.84	6	3
REFER	5.85	8	3
TOUGH	5.86	9	3
LEGIT	5.86	6	3
APPLE	5.87	9	3
MOVIE	5.88	10	3
RULER	5.89	5	3
TRACE	5.9	7	3
BASES	5.9	7	3
OWNED	5.9	9	3
URINE	5.92	5	3
DRONE	5.93	6	3
INDIE	5.94	6	3
METRO	5.95	7	3
RESET	5.96	5	3
SOLVE	5.96	8	3
MINES	5.96	7	3
LIKES	5.97	9	3
TRASH	5.97	8	3
SLEPT	5.98	7	3
VIRUS	5.98	8	3
CHINA	6	10	3
ACRES	6.01	7	3
SLATE	6.01	5	3
BLESS	6.01	7	3
TUNES	6.03	5	3
COVER	6.03	10	3
UPPER	6.03	9	3
INTRO	6.05	5	3
DENSE	6.05	6	3
LAYER	6.06	8	3
REACT	6.07	7	3
SHEET	6.08	8	3
VOICE	6.09	10	3
ALLAN	6.1	5	3
ALTAR	6.1	5	3
MEDAL	6.1	8	3
BURST	6.11	7	3
SILLY	6.11	8	3
ATLAS	6.11	5	3
SHELL	6.11	8	3
COSTA	6.12	7	3
BELOW	6.12	10	3
GROWN	6.15	9	3
RAPID	6.15	8	3
LYING	6.16	9	3
SAVED	6.17	9	3
VITAL	6.17	8	3
ASSES	6.17	5	3
ANGRY	6.2	9	3
MASON	6.2	7	3
PEARL	6.21	7	3
BEGUN	6.21	8	3
LAUGH	6.21	9	3
STALL	6.21	5	3
LOGIC	6.24	8	3
EUROS	6.24	5	3
PUTIN	6.26	7	3
HOLES	6.26	8	3
WHERE	6.26	11	3
BROWN	6.26	10	3
CRUEL	6.29	7	3
TROUT	6.29	5	3
FOCUS	6.29	10	3
BLAME	6.3	9	3
RIDGE	6.3	7	3
FIRED	6.31	9	3
TRIBE	6.31	7	3
RALLY	6.31	8	3
WHILE	6.31	11	3
CANON	6.32	7	3
LUNAR	6.32	5	3
EVERY	6.32	11	3
CREAM	6.33	9	3
FLEET	6.34	8	3
TESLA	6.34	5	3
PHOTO	6.34	10	3
SHORE	6.37	8	3
VOTED	6.37	9	3
MIGHT	6.38	11	3
DRAFT	6.38	9	3
POUND	6.38	8	3
LEMON	6.39	7	3
TONES	6.39	5	3
SIEGE	6.41	6	3
LINER	6.41	5	3
COLIN	6.42	7	3
SLAVE	6.42	8	3
CIVIL	6.43	10	3
REACH	6.43	10	3
EDGES	6.44	7	3
DONOR	6.45	6	3
METER	6.45	7	3
SETUP	6.47	7	3
WHITE	6.47	11	3
BASIN	6.48	7	3
CITED	6.49	8	3
MAKES	6.5	11	3
TOUCH	6.51	10	3
ACTED	6.51	8	3
TIGHT	6.51	9	3
WHOLE	6.51	11	3
DRINK	6.52	10	3
GLOBE	6.52	8	3
CARRY	6.53	10	3
MERIT	6.53	7	3
LODGE	6.53	7	3
AROSE	6.55	5	3
DIRTY	6.55	9	3
REBEL	6.55	7	3
SMITH	6.56	10	3
SUDAN	6.56	6	3
CABLE	6.58	9	3
CURSE	6.58	7	3
LOVER	6.58	8	3
BIBLE	6.58	9	3
AIMED	6.6	8	3
SIGHT	6.6	9	3
STAYS	6.6	8	3
DRAWN	6.61	9	3
SCARE	6.63	7	3
ROGUE	6.63	6	3
RETRO	6.64	5	3
VENUE	6.64	8	3
NAVAL	6.66	8	3
TROLL	6.66	5	3
AISLE	6.66	5	3
TYPES	6.67	10	3
PULSE	6.68	7	3
TERRY	6.69	8	3
REALM	6.69	7	3
PLAYS	6.69	10	3
ONSET	6.7	5	3
TWICE	6.7	10	3
BRASS	6.71	7	3
PENIS	6.72	7	3
MOUTH	6.72	10	3
CHILD	6.72	11	3
STEER	6.72	5	3
ESSAY	6.73	8	3
FILED	6.74	9	3
AGING	6.74	7	3
DRIED	6.75	7	3
ROUGH	6.75	9	3
TUNED	6.75	6	3
TOPIC	6.76	9	3
SPITE	6.77	7	3
BURNT	6.78	7	3
NASTY	6.78	8	3
TILES	6.79	5	3
TWIST	6.79	8	3
CEASE	6.79	7	3
UNITY	6.8	8	3
OCCUR	6.8	9	3
ELECT	6.8	7	3
ORBIT	6.82	7	3
AIRED	6.82	6	3
SWISS	6.83	8	3
BORED	6.83	8	3
BUSES	6.84	7	3
SHOWS	6.84	11	3
CAROL	6.85	7	3
GAUGE	6.87	7	3
BREAK	6.87	11	3
LOYAL	6.87	8	3
BIRTH	6.87	10	3
VILLA	6.88	8	3
PROVE	6.89	10	3
ADOPT	6.89	8	3
STAIN	6.89	5	3
DONNA	6.89	6	3
BLADE	6.89	8	3
CARGO	6.9	8	3
CRIED	6.91	8	3
GOOSE	6.91	6	3
NERVE	6.92	8	3
GRILL	6.92	6	3
URGED	6.93	7	3
MAGIC	6.93	10	3
WORTH	6.93	11	3
LIKED	6.93	10	3
ACUTE	6.95	7	3
CODES	6.95	8	3
CRAIG	6.96	8	3
TITAN	6.97	5	3
DIANE	6.97	6	3
STUFF	6.97	11	3
TRAIT	6.98	5	3
GHOST	6.98	9	3
LIVER	6.98	8	3
MINUS	6.98	7	3
PAUSE	6.99	7	3
SKILL	6.99	9	3
SLICE	7	7	3
RIFLE	7	8	3
RIVAL	7	8	3
VEGAS	7.01	9	3
MATES	7.02	7	3
VERSE	7.03	8	3
HIRED	7.03	9	3
SURGE	7.05	6	3
STEEP	7.05	7	3
SHAPE	7.06	10	3
FIRES	7.07	8	3
DELAY	7.07	9	3
ANGLO	7.08	6	3
STAFF	7.08	11	3
TWEET	7.09	8	3
SNAIL	7.09	5	3
SHINE	7.09	8	3
TUTOR	7.09	5	3
MOSES	7.09	7	3
ENEMY	7.1	10	3
TYLER	7.1	8	3
ARMOR	7.11	7	3
ERASE	7.11	5	3
PROOF	7.12	10	3
CHAIR	7.12	10	3
HOMES	7.13	10	3
WHOSE	7.13	11	3
HATES	7.16	8	3
SCOUT	7.16	7	3
OFFER	7.16	11	3
TUMOR	7.18	7	3
STING	7.19	6	3
VALID	7.2	9	3
FRAUD	7.21	9	3
POLAR	7.21	7	3
TEACH	7.23	10	3
SPEAK	7.23	11	3
STEIN	7.23	5	3
SWORD	7.24	9	3
LUNCH	7.25	10	3
SWEAT	7.25	8	3
FUNNY	7.25	11	3
CHAIN	7.26	10	3
DROVE	7.26	9	3
DUDES	7.27	7	3
GLORY	7.27	9	3
DOSES	7.27	6	3
ARROW	7.27	8	3
TRACK	7.28	11	3
THINK	7.28	12	3
PURSE	7.29	7	3
LEONE	7.29	5	3
MOVED	7.3	11	3
NODES	7.3	6	3
PHASE	7.31	10	3
OUGHT	7.32	9	3
GRIND	7.32	7	3
FLOOD	7.33	9	3
DYING	7.34	10	3
LANCE	7.34	7	3
SWING	7.35	9	3
CARED	7.36	8	3
SIDED	7.37	7	3
SOBER	7.37	7	3
VOTER	7.38	8	3
DUNNO	7.38	6	3
MAYOR	7.38	10	3
ARRAY	7.39	8	3
THEME	7.39	10	3
TUBES	7.4	7	3
DRUNK	7.42	10	3
FATAL	7.42	8	3
GUILD	7.43	7	3
PRONE	7.43	7	3
GRAVE	7.43	9	3
LOTUS	7.44	5	3
SONIC	7.45	7	3
FACES	7.46	10	3
SPINE	7.46	7	3
KINDA	7.47	10	3
DEVIL	7.47	9	3
STOCK	7.48	11	3
CRANE	7.48	7	3
OLIVE	7.49	8	3
PASTA	7.5	7	3
FRAME	7.5	10	3
SAFER	7.5	8	3
LINEN	7.5	5	3
RESIN	7.51	5	3
PASTE	7.52	7	3
THANK	7.52	12	3
BREED	7.52	8	3
STINT	7.53	5	3
BRIDE	7.53	8	3
LADEN	7.54	6	3
BLUNT	7.54	7	3
MAYBE	7.55	12	3
CROWN	7.55	10	3
SHOWN	7.56	11	3
CHOSE	7.56	10	3
CRASH	7.57	10	3
FULLY	7.58	11	3
SLOPE	7.58	7	3
RAPED	7.58	8	3
TOOTH	7.59	8	3
VIRAL	7.6	8	3
BEARD	7.61	8	3
SHAME	7.61	10	3
GASES	7.62	6	3
PANIC	7.62	9	3
SCOPE	7.62	9	3
GENUS	7.63	6	3
KNOWN	7.63	12	3
GREET	7.64	6	3
NINTH	7.64	8	3
DANNY	7.65	9	3
NEGRO	7.65	6	3
BROKE	7.67	11	3
BRIEF	7.67	10	3
SUNNY	7.67	8	3
CHEST	7.68	10	3
WAGES	7.68	9	3
BARON	7.68	7	3
TEASE	7.68	5	3
DEMON	7.69	8	3
POLES	7.7	7	3
SPOON	7.72	7	3
ISLES	7.72	5	3
WIDER	7.73	9	3
SHOUT	7.73	8	3
GREEK	7.73	10	3
WOUND	7.74	9	3
REPLY	7.74	10	3
WORRY	7.74	11	3
FRESH	7.75	11	3
SNAKE	7.77	9	3
VIEWS	7.79	11	3
CORAL	7.79	7	3
THROW	7.79	11	3
FAITH	7.8	11	3
SHARP	7.8	10	3
FLUID	7.81	9	3
CHART	7.82	10	3
MARCH	7.82	12	3
FIGHT	7.85	12	3
ADORE	7.85	6	3
OASIS	7.87	5	3
HATED	7.89	9	3
TIDAL	7.93	6	3
CHASE	7.94	10	3
SHEER	7.95	8	3
SANDY	7.96	9	3
WRIST	7.97	8	3
SPILL	7.97	7	3
NAKED	7.98	10	3
STICK	7.98	11	3
GROWS	8	9	3
CRUDE	8	8	3
ARIEL	8.01	5	3
FLOUR	8.01	8	3
HENRY	8.01	11	3
KNEES	8.01	9	3
YOUTH	8.01	11	3
MATCH	8.02	12	3
URGES	8.03	6	3
SADLY	8.04	9	3
CLUES	8.05	7	3
NIECE	8.06	7	3
SCENT	8.07	7	3
SLAIN	8.07	5	3
HARRY	8.07	11	3
TAPES	8.09	7	3
STRAW	8.09	8	3
ADAPT	8.1	8	3
HOPES	8.12	10	3
CROWD	8.12	11	3
MANOR	8.13	7	3
MARRY	8.13	10	3
SALSA	8.14	5	3
KNOWS	8.15	12	3
SPOIL	8.15	7	3
SHADE	8.15	9	3
YIELD	8.17	9	3
GRASP	8.17	8	3
BACON	8.18	9	3
ROUGE	8.18	6	3
MANGA	8.18	8	3
STUCK	8.19	11	3
SALLY	8.19	8	3
STAKE	8.2	9	3
FORUM	8.2	10	3
OUNCE	8.21	7	3
HENCE	8.21	10	3
STOOL	8.22	5	3
MODES	8.24	8	3
BELLE	8.24	7	3
SMOKE	8.25	11	3
BITES	8.25	7	3
LAKES	8.26	9	3
POSES	8.26	7	3
SCARY	8.27	10	3
WAIST	8.27	8	3
STRAP	8.28	7	3
BLEND	8.28	8	3
DEPOT	8.29	8	3
ALIKE	8.29	9	3
BLISS	8.29	7	3
CABIN	8.31	9	3
FEAST	8.31	8	3
FROST	8.32	8	3
FLOAT	8.35	8	3
LITRE	8.36	5	3
TRUCK	8.36	11	3
DIGIT	8.37	7	3
ALIGN	8.37	6	3
EXTRA	8.38	12	3
JESUS	8.38	12	3
NEWER	8.39	8	3
BILLY	8.4	10	3
STAMP	8.41	9	3
BRAVE	8.41	10	3
TOWEL	8.42	8	3
COACH	8.42	12	3
METRE	8.43	7	3
ASHES	8.44	8	3
DRAWS	8.45	9	3
DODGE	8.46	8	3
NASAL	8.46	5	3
DENIS	8.46	6	3
SPOKE	8.46	11	3
MORON	8.5	7	3
DAIRY	8.5	9	3
CRAFT	8.5	10	3
ADMIN	8.5	8	3
DIARY	8.5	9	3
RINSE	8.53	5	3
BEACH	8.53	12	3
RIGID	8.53	7	3
FAVOR	8.53	11	3
TENTH	8.54	8	3
SKULL	8.54	9	3
AIDED	8.54	7	3
SHIFT	8.57	11	3
BLACK	8.57	13	3
RILEY	8.59	8	3
SERUM	8.59	7	3
GRIEF	8.59	9	3
DEPTH	8.61	11	3
MICRO	8.61	9	3
CHAOS	8.61	10	3
TURBO	8.62	7	3
BARRY	8.64	10	3
TEXAS	8.64	12	3
SWORN	8.64	8	3
VAULT	8.65	8	3
ALIAS	8.66	5	3
GREED	8.67	7	3
LITER	8.68	5	3
MIDST	8.68	8	3
CATCH	8.68	12	3
ALPHA	8.68	10	3
SCREW	8.7	10	3
SIREN	8.71	5	3
RUMOR	8.71	7	3
HABIT	8.72	10	3
DORIS	8.73	6	3
WATCH	8.74	13	3
AMINO	8.74	7	3
FRIED	8.74	9	3
PUSSY	8.74	10	3
INLET	8.75	5	3
MOTTO	8.76	7	3
ALLEY	8.77	8	3
NOSES	8.77	5	3
PROSE	8.78	7	3
TANGO	8.78	6	3
WHEEL	8.79	11	3
BRUSH	8.79	10	3
STOUT	8.8	5	3
FACED	8.8	11	3
ROMEO	8.83	7	3
TRICK	8.84	11	3
IRONY	8.85	8	3
RENAL	8.86	5	3
PERRY	8.86	10	3
RELAY	8.86	8	3
RITES	8.87	5	3
TRACT	8.87	7	3
BLOWN	8.87	10	3
APPLY	8.87	12	3
FENCE	8.88	10	3
SLOAN	8.88	5	3
AWFUL	8.88	11	3
TRUNK	8.9	9	3
CRUST	8.91	7	3
BADGE	8.91	9	3
TERRA	8.91	5	3
THREW	8.92	11	3
FLASH	8.94	11	3
WIRES	8.94	8	3
SPEAR	8.95	7	3
BADLY	8.97	11	3
BRENT	8.98	7	3
HUMOR	8.98	10	3
BITCH	8.98	12	3
STARK	8.99	9	3
SHEEP	9	10	3
STALE	9	5	3
TASTY	9.01	8	3
CHILL	9.01	10	3
MOIST	9.01	7	3
MONTE	9.01	7	3
FRANK	9.02	12	3
SEDAN	9.03	6	3
SLANG	9.03	6	3
ALGAE	9.04	6	3
COMIC	9.04	11	3
NEWLY	9.05	11	3
TROOP	9.05	7	3
EXIST	9.06	12	3
EATER	9.06	5	3
JONES	9.07	12	3
CLONE	9.07	7	3
CHIEF	9.08	13	3
OBESE	9.08	7	3
SPRAY	9.09	10	3
PROBE	9.09	9	3
SNEAK	9.1	9	3
DUTCH	9.1	11	3
TIMER	9.1	7	3
ROTOR	9.11	5	3
CRUSH	9.13	10	3
BORNE	9.13	7	3
JOINT	9.14	12	3
CHEAP	9.14	12	3
FORTH	9.15	11	3
LOGOS	9.16	6	3
AMBER	9.17	9	3
POSED	9.17	8	3
ANKLE	9.18	9	3
RUGBY	9.18	11	3
VENUS	9.19	8	3
VOCAL	9.2	10	3
ROPES	9.21	7	3
NATAL	9.22	5	3
BASIL	9.22	7	3
CREST	9.24	7	3
STARR	9.24	5	3
STEAK	9.24	9	3
TORSO	9.25	5	3
TREAD	9.26	6	3
WINES	9.26	8	3
ARSON	9.26	5	3
CURVE	9.27	10	3
NICER	9.27	7	3
SKIRT	9.28	9	3
CREEK	9.28	11	3
ALOUD	9.29	6	3
HONEY	9.29	11	3
RAVEN	9.3	8	3
BATES	9.3	7	3
BATON	9.31	7	3
NANCY	9.31	10	3
DADDY	9.32	11	3
DREAD	9.34	7	3
DISCO	9.34	8	3
FAINT	9.35	8	3
PIPES	9.36	9	3
TAXES	9.36	12	3
TENOR	9.36	5	3
FINES	9.36	8	3
VEGAN	9.37	9	3
OMEGA	9.38	8	3
GROVE	9.4	9	3
FLINT	9.41	8	3
ATTIC	9.41	7	3
SUING	9.43	6	3
SILVA	9.44	8	3
SATIN	9.44	5	3
SPICE	9.45	9	3
CEDAR	9.45	8	3
BELLY	9.46	10	3
BOOTH	9.47	10	3
NIGGA	9.48	7	3
ROVER	9.48	8	3
BLOOM	9.48	9	3
LOGIN	9.48	6	3
LOUIE	9.49	5	3
CYCLE	9.5	12	3
FEWER	9.5	11	3
CONGO	9.5	8	3
RALPH	9.51	10	3
DETER	9.52	6	3
EMPTY	9.52	12	3
DINER	9.53	6	3
MERGE	9.53	8	3
NAIVE	9.54	8	3
CITES	9.55	7	3
PEDRO	9.55	8	3
OPTED	9.55	8	3
HONDA	9.56	9	3
RANDY	9.57	9	3
MOOSE	9.57	7	3
MOTEL	9.58	7	3
TONED	9.58	6	3
SMASH	9.58	10	3
BUNCH	9.59	12	3
CURED	9.59	8	3
CANDY	9.59	11	3
OTTER	9.6	5	3
RAINY	9.61	8	3
REUSE	9.61	5	3
SALTY	9.62	8	3
HOPED	9.63	11	3
SCRAP	9.63	9	3
GLOSS	9.63	6	3
STRAY	9.63	8	3
CASTE	9.63	7	3
COLON	9.64	7	3
GUISE	9.64	6	3
RODEO	9.66	6	3
SANTO	9.67	5	3
TIDES	9.68	6	3
BLOCK	9.69	13	3
WAGON	9.69	9	3
FLAME	9.69	10	3
GRAIL	9.7	6	3
PENNY	9.71	10	3
PETTY	9.72	10	3
RENEW	9.73	8	3
PILES	9.73	7	3
CHEAT	9.74	10	3
PRATT	9.74	7	3
CHEER	9.75	10	3
CHILE	9.76	10	3
FIBER	9.77	10	3
BLEED	9.78	8	3
MINER	9.79	7	3
NIGER	9.8	6	3
BAKER	9.82	11	3
MAJOR	9.83	14	3
MAKER	9.83	11	3
VERSA	9.83	8	3
BINGO	9.84	8	3
QUITE	9.85	14	3
BLOWS	9.85	10	3
VAGUE	9.86	9	3
CLICK	9.87	13	3
CLIMB	9.87	11	3
FEVER	9.87	11	3
MAPLE	9.89	9	3
STOVE	9.89	8	3
BUYER	9.89	10	3
EERIE	9.9	5	3
