WORD	DIFFICULTY	SCRABBLE_SCORE	PAR
CLEAR	2.59	7	3
MONTH	5.7	10	3
WORDS	4.67	9	3
BOARD	3.64	8	3
FIELD	4.68	9	3
SEEMS	2.62	7	3
WANTS	3.65	8	3
FIGHT	7.8	12	3
FORCE	5.73	10	3
ISSUE	0.57	5	3
PRICE	4.71	9	3
SHOWS	6.78	11	3
SPACE	4.72	9	3
TOTAL	0.58	5	3
ABOVE	5.76	10	3
SHARE	3.7	8	3
SENSE	0.6	5	3
WEEKS	7.84	12	3
BREAK	6.81	11	3
EVENT	3.72	8	3
SORRY	3.72	8	3
TAKES	4.76	9	3
GIRLS	1.66	6	3
GUESS	1.67	6	3
LEARN	0.64	5	3
ADDED	3.74	8	3
ALONE	0.65	5	3
HANDS	4.79	9	3
MOVIE	5.83	10	3
PRESS	2.73	7	3
TRIED	1.7	6	3
WORTH	6.88	11	3
AREAS	0.67	5	3
BOOKS	6.89	11	3
SOUND	1.72	6	3
VALUE	3.79	8	3
LIVES	3.8	8	3
ROUND	1.73	6	3
STAND	1.74	6	3
STUFF	6.91	11	3
DRIVE	4.85	9	3
GREEN	1.75	6	3
MATCH	7.96	12	3
MODEL	3.83	8	3
TRUST	0.73	5	3
RANGE	1.77	6	3
TRADE	1.77	6	3
CHIEF	9.02	13	3
JAMES	10.06	14	3
LOWER	3.86	8	3
STYLE	3.86	8	3
BLOOD	3.87	8	3
CHINA	5.94	10	3
STAGE	1.81	6	3
TERMS	2.85	7	3
TITLE	0.78	5	3
ENJOY	11.13	15	3
COVER	5.96	10	3
LEGAL	1.83	6	3
SEVEN	3.9	8	3
STAFF	7.01	11	3
SUPER	2.88	7	3
UNION	0.82	5	3
BEGAN	3.92	8	3
BUILT	2.89	7	3
CRAZY	15.31	19	3
DAILY	4.97	9	3
KNOWS	8.08	12	3
PAPER	4.98	9	3
PARTS	2.92	7	3
VOICE	6.03	10	3
WHOSE	7.06	11	3
EARTH	3.97	8	3
RULES	0.87	5	3
BELOW	6.04	10	3
OFFER	7.08	11	3
SLEEP	2.95	7	3
TABLE	2.95	7	3
TRUTH	3.99	8	3
BUILD	4	8	3
CASES	2.97	7	3
INDIA	1.94	6	3
PIECE	5.05	9	3
VISIT	4.02	8	3
WANNA	4.02	8	3
WROTE	4.03	8	3
GIVES	5.07	9	3
RIVER	4.04	8	3
SHALL	4.04	8	3
SPEAK	7.15	11	3
WRITE	4.05	8	3
ALBUM	5.09	9	3
EIGHT	5.09	9	3
FUNNY	7.17	11	3
PEACE	5.1	9	3
SALES	0.97	5	3
SPENT	3.04	7	3
STORE	0.98	5	3
TRACK	7.19	11	3
AHEAD	5.13	9	3
ALLOW	4.1	8	3
BROWN	6.17	10	3
MOVED	7.21	11	3
PLANS	3.08	7	3
RADIO	2.05	6	3
CROSS	3.09	7	3
FOCUS	6.2	10	3
LOVED	5.17	9	3
MILES	3.1	7	3
SPEED	4.14	8	3
JESUS	8.28	12	3
EXTRA	8.29	12	3
QUICK	16.57	20	3
AGREE	2.09	6	3
CLEAN	3.13	7	3
PHOTO	6.24	10	3
SCENE	3.14	7	3
SPEND	4.18	8	3
TEAMS	3.15	7	3
COACH	8.33	12	3
COSTS	3.16	7	3
HEAVY	10.4	14	3
TRAIN	1.1	5	3
CLAIM	5.24	9	3
GOALS	2.14	6	3
GOTTA	2.15	6	3
HOTEL	4.22	8	3
JUDGE	10.43	14	3
LINES	1.13	5	3
NAMED	4.23	8	3
BRAIN	3.2	7	3
FLOOR	4.24	8	3
IMAGE	4.25	8	3
MEANT	3.22	7	3
REACH	6.33	10	3
CIVIL	6.33	10	3
DANCE	4.27	8	3
STOCK	7.38	11	3
TRUMP	5.31	9	3
WORST	4.28	8	3
BEACH	8.42	12	3
ENDED	3.26	7	3
OLDER	2.23	6	3
CALLS	3.27	7	3
COLOR	3.27	7	3
DREAM	4.31	8	3
GRAND	3.28	7	3
NAMES	3.28	7	3
SWEET	4.32	8	3
TOUCH	6.4	10	3
DOUBT	4.33	8	3
DRINK	6.41	10	3
FEELS	4.34	8	3
SHOWN	7.45	11	3
BASIC	5.39	9	3
CARRY	6.43	10	3
CRIME	5.4	9	3
FULLY	7.47	11	3
JAPAN	10.58	14	3
PLANT	3.34	7	3
SMITH	6.45	10	3
TEXAS	8.52	12	3
WORSE	4.39	8	3
AWARD	5.43	9	3
BLOCK	9.57	13	3
LIVED	5.44	9	3
PETER	3.37	7	3
RATES	1.31	5	3
AVOID	5.45	9	3
CATCH	8.56	12	3
COAST	3.39	7	3
TRIAL	1.33	5	3
TRULY	4.44	8	3
QUEEN	10.65	14	3
STARS	1.34	5	3
BROKE	7.55	11	3
GLASS	2.39	6	3
PRIOR	3.43	7	3
ROYAL	4.47	8	3
SERVE	4.47	8	3
TYPES	6.54	10	3
BEGIN	4.48	8	3
IDEAS	2.42	6	3
NOTES	1.39	5	3
PLAYS	6.56	10	3
SONGS	2.43	6	3
TWICE	6.57	10	3
WORRY	7.61	11	3
BRAND	4.51	8	3
COUNT	3.48	7	3
FRESH	7.63	11	3
MOUTH	6.6	10	3
OWNER	4.53	8	3
SCALE	3.5	7	3
SCORE	3.51	7	3
SMART	3.51	7	3
THROW	7.65	11	3
VIEWS	7.66	11	3
CLICK	9.73	13	3
FAITH	7.67	11	3
LOUIS	1.47	5	3
METAL	3.54	7	3
PARIS	3.54	7	3
AGENT	2.51	6	3
APPLY	8.73	12	3
BASIS	3.56	7	3
ENTER	1.49	5	3
PRIME	5.64	9	3
WASTE	4.61	8	3
WEIRD	5.65	9	3
ADULT	2.55	6	3
GRADE	3.59	7	3
STONE	1.52	5	3
USERS	1.53	5	3
APART	3.6	7	3
AWARE	4.64	8	3
FIFTH	10.85	14	3
ITEMS	3.61	7	3
PROUD	4.65	8	3
TELLS	1.56	5	3
BIRTH	6.73	10	3
DRUGS	3.63	7	3
LABOR	3.64	7	3
LUCKY	10.88	14	3
PROVE	6.75	10	3
TOUGH	5.72	9	3
UNITS	1.59	5	3
ALIVE	4.7	8	3
APPLE	5.74	9	3
BITCH	8.84	12	3
CARDS	4.71	8	3
DRESS	2.65	6	3
HORSE	4.72	8	3
LIKED	6.79	10	3
MAGIC	6.8	10	3
OWNED	5.77	9	3
STICK	7.84	11	3
TURNS	1.64	5	3
CELLS	3.71	7	3
FRANK	8.89	12	3
GUIDE	3.72	7	3
RAISE	1.66	5	3
TREAT	1.66	5	3
YOURS	4.77	8	3
YOUTH	7.88	11	3
FUNDS	5.82	9	3
HELPS	6.85	10	3
HENRY	7.89	11	3
SITES	1.69	5	3
EXIST	8.94	12	3
FORMS	6.87	10	3
GUARD	3.77	7	3
JONES	8.95	12	3
LIKES	5.85	9	3
SHOOT	4.82	8	3
SIDES	2.76	6	3
SOLID	2.76	6	3
SPORT	3.8	7	3
STEPS	3.81	7	3
TASTE	1.74	5	3
FACTS	6.92	10	3
HARRY	7.96	11	3
HELLO	4.86	8	3
LINKS	5.9	9	3
PLANE	3.84	7	3
SHAPE	6.94	10	3
UPPER	5.91	9	3
CHEAP	9.02	12	3
JOINT	9.03	12	3
SIGNS	2.83	6	3
STEEL	1.8	5	3
TIRED	2.83	6	3
CROWD	8.01	11	3
ENEMY	6.98	10	3
FIXED	13.19	16	3
LIMIT	3.89	7	3
OCEAN	3.89	7	3
PROOF	7	10	3
BANKS	8.04	11	3
CHAIR	7.01	10	3
HOMES	7.02	10	3
HONOR	4.95	8	3
NOTED	2.89	6	3
TREES	1.86	5	3
EMAIL	3.93	7	3
STUCK	8.07	11	3
SUGAR	2.91	6	3
DRAMA	4.98	8	3
ENTRY	4.98	8	3
GRANT	2.92	6	3
GROWN	6.03	9	3
HEADS	6.03	9	3
KEEPS	8.11	11	3
LYING	6.04	9	3
ROUTE	1.91	5	3
SAVED	6.05	9	3
SHOES	5.02	8	3
SMOKE	8.13	11	3
SQUAD	12.27	15	3
TEACH	7.1	10	3
TESTS	1.94	5	3
ABUSE	4.01	7	3
ANGRY	6.08	9	3
LAUGH	6.09	9	3
LOVES	5.06	8	3
LUNCH	7.13	10	3
STORM	4.03	7	3
ACTOR	4.04	7	3
CHAIN	7.15	10	3
EQUAL	11.29	14	3
LEADS	3.02	6	3
POSTS	4.06	7	3
QUIET	11.3	14	3
SPLIT	4.07	7	3
TAXES	9.24	12	3
URBAN	4.08	7	3
FAULT	5.12	8	3
FILMS	7.19	10	3
MIXED	12.37	15	3
PHASE	7.2	10	3
SMILE	4.1	7	3
TRUCK	8.24	11	3
VOTES	5.14	8	3
BLAME	6.18	9	3
DYING	7.22	10	3
FALLS	5.16	8	3
FALSE	5.16	8	3
FIRED	6.2	9	3
NOVEL	5.17	8	3
SHIRT	5.18	8	3
SHOTS	5.18	8	3
CREAM	6.22	9	3
GIANT	3.12	6	3
MAYOR	7.26	10	3
MINOR	4.17	7	3
PAGES	5.21	8	3
THEME	7.28	10	3
USUAL	2.11	5	3
VOTED	6.25	9	3
WALLS	5.22	8	3
DRAFT	6.26	9	3
DRUNK	7.3	10	3
FINDS	6.27	9	3
SPOKE	8.35	11	3
TALKS	6.28	9	3
UPSET	4.22	7	3
BIRDS	5.26	8	3
CYCLE	9.4	12	3
GOODS	4.23	7	3
HOLDS	6.31	9	3
WALES	5.28	8	3
ARMED	5.28	8	3
ASIDE	3.22	6	3
DEALS	3.22	6	3
EMPTY	9.43	12	3
FACES	7.37	10	3
FOLKS	9.44	12	3
KINDA	7.38	10	3
MOVES	7.38	10	3
PRIZE	13.59	16	3
RURAL	2.22	5	3
SPAIN	4.29	7	3
TOOLS	2.23	5	3
ADMIT	5.34	8	3
FAVOR	8.45	11	3
FRAME	7.42	10	3
GUEST	3.28	6	3
TEETH	5.36	8	3
BUNCH	9.5	12	3
FRUIT	5.37	8	3
INDEX	10.54	13	3
SHIFT	8.48	11	3
STOOD	3.31	6	3
TIGHT	6.42	9	3
CROWN	7.46	10	3
GRACE	5.39	8	3
ROOMS	4.36	7	3
CHOSE	7.47	10	3
CRASH	7.48	10	3
DEPTH	8.52	11	3
DIRTY	6.45	9	3
ERROR	2.32	5	3
NOISE	2.32	5	3
PANEL	4.4	7	3
PLATE	4.4	7	3
ROADS	3.37	6	3
SHAME	7.51	10	3
SHIPS	7.52	10	3
BIBLE	6.49	9	3
CABLE	6.49	9	3
DATES	3.4	6	3
DOORS	3.4	6	3
PRINT	4.44	7	3
SIGHT	6.51	9	3
BROAD	5.48	8	3
DRAWN	6.52	9	3
MOTOR	4.46	7	3
SEATS	2.39	5	3
SOLAR	2.4	5	3
TRIES	2.4	5	3
BALLS	4.48	7	3
BILLS	4.48	7	3
BLIND	5.52	8	3
BRIEF	7.59	10	3
CHEST	7.6	10	3
DEBUT	5.54	8	3
PAINT	4.51	7	3
PILOT	4.51	7	3
STEAM	4.51	7	3
CLUBS	6.59	9	3
EXACT	11.77	14	3
KINDS	7.63	10	3
LOANS	2.46	5	3
QUOTE	11.78	14	3
SWEAR	5.58	8	3
TREND	3.51	6	3
YARDS	6.62	9	3
BREAD	5.59	8	3
GREEK	7.67	10	3
INNER	2.5	5	3
REPLY	7.67	10	3
ROMAN	4.58	7	3
TOWER	5.62	8	3
WHEEL	8.72	11	3
FACED	8.73	11	3
FILED	6.66	9	3
MARKS	8.74	11	3
PRIDE	5.64	8	3
ROUGH	6.68	9	3
SMELL	4.61	7	3
TOPIC	6.69	9	3
LEWIS	5.66	8	3
PANTS	4.63	7	3
SHARP	7.74	10	3
TRICK	8.78	11	3
AUDIO	3.61	6	3
CHART	7.75	10	3
MOUNT	4.65	7	3
OCCUR	6.73	9	3
TEARS	2.59	5	3
ARGUE	3.63	6	3
AWFUL	8.81	11	3
BOUND	5.71	8	3
CLOUD	5.71	8	3
FILES	5.72	8	3
HILLS	5.72	8	3
LOOSE	2.62	5	3
MORAL	4.7	7	3
SHOCK	11.94	14	3
THICK	11.95	14	3
THREW	8.85	11	3
ANGEL	3.68	6	3
BONUS	4.72	7	3
FLASH	8.86	11	3
GROSS	3.7	6	3
MINDS	5.77	8	3
REFER	5.78	8	3
TRAIL	2.68	5	3
UNCLE	4.75	7	3
WOODS	6.82	9	3
BADLY	8.9	11	3
CHASE	7.87	10	3
IDEAL	3.73	6	3
JIMMY	17.19	19	3
KELLY	9.95	12	3
ROLES	2.71	5	3
WINGS	6.86	9	3
CLOCK	11	13	3
LABEL	4.8	7	3
NAKED	7.91	10	3
OPENS	4.81	7	3
PITCH	9.98	12	3
PIZZA	23.44	25	4
PLAIN	4.82	7	3
ANGER	3.79	6	3
COMIC	8.97	11	3
GHOST	6.9	9	3
NEWLY	8.98	11	3
SKILL	6.91	9	3
SOLVE	5.88	8	3
TRASH	5.89	8	3
VEGAS	6.93	9	3
VIRUS	5.9	8	3
BOOST	4.87	7	3
CRACK	11.08	13	3
DUTCH	9.02	11	3
FOODS	6.95	9	3
HIRED	6.96	9	3
KINGS	8	10	3
KNIFE	10.07	12	3
SAINT	2.83	5	3
STEAL	2.84	5	3
TRANS	2.84	5	3
BUDDY	10.09	12	3
CARES	4.92	7	3
DELAY	6.99	9	3
ELITE	2.86	5	3
FORTH	9.07	11	3
HOPES	8.04	10	3
LAYER	5.98	8	3
MARRY	8.05	10	3
NURSE	2.88	5	3
RUGBY	9.1	11	3
SHEET	6	8	3
STOPS	4.97	7	3
BENCH	10.14	12	3
IDIOT	3.94	6	3
MEDAL	6.02	8	3
ROGER	3.95	6	3
SHELL	6.03	8	3
SILLY	6.03	8	3
TOWNS	6.03	8	3
ALLEN	2.94	5	3
ANGLE	3.98	6	3
FIRMS	8.12	10	3
FORUM	8.12	10	3
GIFTS	7.09	9	3
GRASS	3.99	6	3
HENCE	8.14	10	3
LISTS	2.97	5	3
RACES	5.04	7	3
RAPID	6.08	8	3
ROCKS	9.19	11	3
SIXTH	13.33	15	3
SUCKS	9.2	11	3
VALID	7.14	9	3
VITAL	6.11	8	3
BANDS	6.11	8	3
CREEK	9.22	11	3
FRAUD	7.15	9	3
HONEY	9.23	11	3
LANDS	4.06	6	3
RATIO	3.03	5	3
SCARY	8.21	10	3
SPELL	5.11	7	3
SWORD	7.18	9	3
WAVES	9.26	11	3
BEGUN	6.16	8	3
CENTS	5.13	7	3
DADDY	9.27	11	3
DROVE	7.21	9	3
GLORY	7.21	9	3
JUICE	12.39	14	3
LOGIC	6.19	8	3
MEETS	5.16	7	3
STRIP	5.16	7	3
DOZEN	13.44	15	3
FANCY	11.38	13	3
HOLES	6.21	8	3
INPUT	5.18	7	3
KNOCK	13.46	15	3
OUGHT	7.26	9	3
RISKS	7.26	9	3
BEARS	5.2	7	3
BLUES	5.2	7	3
BOXES	12.45	14	3
FLOOD	7.28	9	3
KILLS	7.29	9	3
MARIA	5.22	7	3
RALLY	6.26	8	3
ROOTS	3.16	5	3
SHOPS	8.34	10	3
SWING	7.31	9	3
TEXTS	10.42	12	3
ALERT	3.18	5	3
ARENA	3.19	5	3
BILLY	8.36	10	3
BOOTS	5.26	7	3
BRAVE	8.37	10	3
DROPS	6.31	8	3
FLEET	6.31	8	3
JOKES	14.59	16	3
PARKS	9.43	11	3
RINGS	4.26	6	3
ROBIN	5.3	7	3
SHAKE	10.47	12	3
SHORE	6.34	8	3
SPOTS	5.31	7	3
STATS	3.25	5	3
BLAST	5.32	7	3
BONES	5.33	7	3
POUND	6.36	8	3
PUNCH	10.51	12	3
WALKS	10.51	12	3
FEWER	9.48	11	3
GRAVE	7.42	9	3
MOUSE	5.35	7	3
OSCAR	5.36	7	3
PIANO	5.36	7	3
SLAVE	6.4	8	3
CRAFT	8.48	10	3
DEVIL	7.45	9	3
GATES	4.35	6	3
HURTS	6.42	8	3
RATED	4.36	6	3
RULED	4.36	6	3
SAUCE	5.4	7	3
SLIDE	4.37	6	3
TIGER	4.38	6	3
ALIEN	3.35	5	3
BEAST	5.42	7	3
CANDY	9.56	11	3
CITED	6.46	8	3
DATED	5.43	7	3
FIFTY	12.68	14	3
RELAX	10.62	12	3
ACTED	6.48	8	3
ALARM	5.45	7	3
GLOBE	6.49	8	3
HOPED	9.6	11	3
SEEDS	4.43	6	3
SPARE	5.47	7	3
BONDS	6.51	8	3
CHAOS	8.58	10	3
CORPS	7.55	9	3
OPERA	5.49	7	3
QUEST	12.74	14	3
SIZED	13.78	15	3
TANKS	7.57	9	3
ANIME	5.51	7	3
BARRY	8.62	10	3
COINS	5.52	7	3
FAILS	6.56	8	3
JERRY	13.8	15	3
LOVER	6.57	8	3
PANIC	7.61	9	3
SCOPE	7.61	9	3
STAYS	6.58	8	3
AIMED	6.59	8	3
ALPHA	8.66	10	3
BOATS	5.56	7	3
BRICK	11.77	13	3
DANNY	7.64	9	3
GAINS	4.54	6	3
MERCY	10.75	12	3
OUTER	3.52	5	3
READS	4.55	6	3
SCREW	8.7	10	3
SUITS	3.53	5	3
VENUE	6.64	8	3
WAGES	7.68	9	3
WELLS	6.65	8	3
BURNS	5.62	7	3
HABIT	8.73	10	3
LAURA	3.56	5	3
NAVAL	6.67	8	3
NOBLE	5.64	7	3
PICKS	11.85	13	3
PUSSY	8.75	10	3
ROBOT	5.65	7	3
TERRY	6.69	8	3
TOXIC	12.9	14	3
WIDER	7.73	9	3
WOUND	7.74	9	3
ASSET	3.61	5	3
BAKER	9.82	11	3
BRUSH	8.79	10	3
ESSAY	6.72	8	3
HOSTS	6.73	8	3
MAKER	9.84	11	3
RANKS	7.77	9	3
ROLLS	3.64	5	3
SNAKE	7.78	9	3
TASKS	7.79	9	3
TRIPS	5.72	7	3
ULTRA	3.66	5	3
USAGE	4.7	6	3
BEATS	5.74	7	3
BOBBY	12.98	14	3
CANAL	5.74	7	3
CLIMB	9.89	11	3
FEVER	9.89	11	3
FLUID	7.83	9	3
LOADS	4.73	6	3
MILLS	5.77	7	3
NASTY	6.81	8	3
PERRY	8.88	10	3
TWIST	6.82	8	3
UNITY	6.82	8	3
WINDS	7.86	9	3
BLOWN	8.9	10	3
CHIPS	10.97	12	3
FENCE	8.91	10	3
MALES	5.81	7	3
SORTS	3.75	5	3
SOULS	3.75	5	3
STOLE	3.76	5	3
SWISS	6.86	8	3
BORED	6.87	8	3
DEALT	4.8	6	3
FLESH	9.98	11	3
FORTY	9.99	11	3
HATED	7.92	9	3
LASER	3.79	5	3
LOYAL	6.9	8	3
PATCH	11.04	12	3
RADAR	4.84	6	3
VILLA	6.91	8	3
ADOPT	6.92	8	3
BLADE	6.92	8	3
BUCKS	12.1	13	3
CAMPS	10.03	11	3
CARGO	6.93	8	3
CRIED	6.94	8	3
HUMOR	9.01	10	3
MEALS	5.91	7	3
NERVE	6.95	8	3
SANDY	7.99	9	3
SHEEP	9.03	10	3
TRACE	5.93	7	3
BASES	5.94	7	3
CHILL	9.05	10	3
CODES	6.98	8	3
CRAIG	6.99	8	3
GRAIN	4.92	6	3
GROWS	8.03	9	3
KNEES	8.04	9	3
LIONS	3.9	5	3
LIVER	7.01	8	3
METRO	5.98	7	3
MINES	5.99	7	3
RIFLE	7.02	8	3
RIVAL	7.03	8	3
SADLY	8.07	9	3
SIZES	13.25	14	3
SLEPT	6.01	7	3
SPRAY	9.12	10	3
SUITE	3.95	5	3
VERSE	7.06	8	3
ACRES	6.03	7	3
BLESS	6.03	7	3
CHUCK	15.35	16	3
COUCH	11.21	12	3
CRUSH	9.15	10	3
FEARS	7.09	8	3
FIRES	7.09	8	3
GENRE	5.03	6	3
LEASE	4	5	3
SHINE	7.1	8	3
TWEET	7.11	8	3
TYLER	7.11	8	3
INTER	4.02	5	3
REACT	6.09	7	3
ROCKY	13.33	14	3
SHADE	8.17	9	3
TEENS	4.03	5	3
TOMMY	11.28	12	3
VOCAL	9.22	10	3
YIELD	8.19	9	3
BACON	8.19	9	3
BOMBS	10.26	11	3
BURST	6.13	7	3
COSTA	6.14	7	3
HATES	7.18	8	3
SALAD	5.11	6	3
SENDS	5.12	6	3
STAKE	8.22	9	3
SWIFT	10.3	11	3
TWINS	7.2	8	3
WELSH	10.31	11	3
AWAKE	11.35	12	3
BEANS	6.18	7	3
BLANK	10.32	11	3
CURVE	9.29	10	3
FARMS	9.3	10	3
FLOWS	10.34	11	3
GENES	5.17	6	3
HARSH	10.34	11	3
HURRY	10.35	11	3
LAKES	8.28	9	3
MASON	6.22	7	3
NANCY	9.33	10	3
ORGAN	5.2	6	3
PEARL	6.23	7	3
SWEAT	7.27	8	3
TOURS	4.18	5	3
ALIKE	8.32	9	3
ARROW	7.29	8	3
CABIN	8.33	9	3
EAGLE	5.23	6	3
EATEN	4.2	5	3
GUILT	5.24	6	3
HAVEN	10.42	11	3
PUTIN	6.28	7	3
SEEKS	8.36	9	3
THEFT	10.43	11	3
VALVE	10.43	11	3
CHARM	11.47	12	3
CRUEL	6.31	7	3
DELTA	5.28	6	3
JULIA	11.49	12	3
RIDGE	6.32	7	3
TENDS	5.29	6	3
TRIBE	6.33	7	3
ZONES	13.58	14	3
CANON	6.34	7	3
CARED	7.38	8	3
LOSES	4.28	5	3
PAIRS	6.35	7	3
POEMS	8.43	9	3
STAMP	8.43	9	3
VOTER	7.4	8	3
WITCH	12.58	13	3
ARRAY	7.41	8	3
BACKS	12.59	13	3
BELLY	9.49	10	3
BOOTH	9.49	10	3
CLIFF	12.6	13	3
DERBY	10.54	11	3
DRAWS	8.47	9	3
FATAL	7.44	8	3
LEMON	6.41	7	3
OUTTA	4.35	5	3
POLLS	6.42	7	3
RALPH	9.53	10	3
SHARK	11.61	12	3
TALES	4.37	5	3
COLIN	6.44	7	3
DAIRY	8.52	9	3
DIARY	8.52	9	3
DRILL	5.42	6	3
EDGES	6.46	7	3
FLAGS	8.53	9	3
FLIES	7.5	8	3
JEANS	11.65	12	3
METER	6.48	7	3
OLIVE	7.52	8	3
SAFER	7.52	8	3
SELLS	4.43	5	3
SETUP	6.5	7	3
SKULL	8.57	9	3
SMASH	9.61	10	3
BASIN	6.51	7	3
BREED	7.55	8	3
BRIDE	7.56	8	3
CHICK	15.84	16	3
FAIRY	10.67	11	3
FREAK	11.71	12	3
GRIEF	8.61	9	3
LINED	5.51	6	3
LODGE	6.55	7	3
LORDS	5.52	6	3
MERIT	6.56	7	3
MICRO	8.63	9	3
RAPED	7.6	8	3
REBEL	6.57	7	3
TOOTH	7.61	8	3
VIRAL	7.62	8	3
WEARS	7.62	8	3
WIDOW	11.77	12	3
WIVES	10.74	11	3
BEARD	7.64	8	3
CURSE	6.61	7	3
DRAIN	5.58	6	3
FLAME	9.72	10	3
INTEL	4.55	5	3
KICKS	14.9	15	3
NINTH	7.67	8	3
PENNY	9.74	10	3
PETTY	9.74	10	3
PORTS	6.64	7	3
REIGN	5.62	6	3
RISES	4.59	5	3
SAVES	7.69	8	3
SCARE	6.66	7	3
SUNNY	7.7	8	3
CHEAT	9.78	10	3
CHEER	9.78	10	3
CHILE	9.79	10	3
DEMON	7.72	8	3
ELDER	5.66	6	3
FIBER	9.8	10	3
FRIED	8.77	9	3
HEELS	7.74	8	3
PULSE	6.71	7	3
REALM	6.72	7	3
RIDES	5.69	6	3
SHOUT	7.76	8	3
ALTER	4.66	5	3
BRASS	6.73	7	3
CROPS	8.81	9	3
GRAPH	10.88	11	3
PENIS	6.75	7	3
PILLS	6.75	7	3
SHOOK	11.93	12	3
STACK	10.9	11	3
AGING	6.77	7	3
AUDIT	5.74	6	3
BLOWS	9.88	10	3
CLIPS	8.85	9	3
DRIED	6.79	7	3
JESSE	11.96	12	3
JOINS	11.97	12	3
LOGAN	5.77	6	3
NAILS	4.74	5	3
SPITE	6.81	7	3
BURNT	6.81	7	3
BUYER	9.92	10	3
CEASE	6.82	7	3
CLOTH	9.93	10	3
EAGER	5.8	6	3
ELECT	6.84	7	3
LOBBY	12.02	12	3
ORBIT	6.85	7	3
RANCH	9.96	10	3
SOCKS	10.99	11	3
TIRES	4.79	5	3
TRUNK	8.94	9	3
BADGE	8.94	9	3
BUSES	6.88	7	3
CAROL	6.88	7	3
DIANA	5.85	6	3
FERRY	11.03	11	3
GAUGE	6.89	7	3
PATHS	10	10	3
PEERS	6.9	7	3
RIDER	5.87	6	3
RUINS	4.84	5	3
SHELF	11.06	11	3
WIDTH	12.1	12	3
LEGIT	5.89	6	3
LOSER	4.86	5	3
PULLS	6.94	7	3
ROSES	4.87	5	3
SHEER	7.98	8	3
STARK	9.02	9	3
THUMB	12.13	12	3
URGED	6.96	7	3
WHEAT	11.1	11	3
WRIST	8	8	3
ACUTE	6.97	7	3
CIVIC	12.15	12	3
CLERK	11.12	11	3
CRUDE	8.02	8	3
DRONE	5.96	6	3
EXAMS	14.24	14	3
FLOUR	8.04	8	3
INDIE	5.97	6	3
MINUS	7.01	7	3
PAUSE	7.02	7	3
PUPPY	14.26	14	3
SLICE	7.03	7	3
SPURS	7.03	7	3
VINYL	11.17	11	3
DEBTS	8.08	8	3
LINUX	12.22	12	3
