WORD	DIFFICULTY	SCRABBLE_SCORE	PAR
TRULY	11.9	8	3
QUEEN	19.43	14	4
BROKE	15.72	11	3
GLASS	9.5	6	3
PRIOR	10.79	7	3
ROYAL	12.07	8	3
BEGIN	12.11	8	3
TWICE	14.64	10	3
WORRY	15.93	11	3
BRAND	12.21	8	3
COUNT	11	7	3
FRESH	16.03	11	3
MOUTH	14.82	10	3
OWNER	12.35	8	3
SCALE	11.14	7	3
SCORE	11.18	7	3
SMART	11.21	7	3
THROW	16.25	11	3
CLICK	18.78	13	4
FAITH	16.32	11	3
LOUIS	8.85	5	3
METAL	11.39	7	3
AGENT	10.17	6	3
APPLY	17.71	12	3
BASIS	11.49	7	3
ENTER	9.03	5	3
PRIME	14.06	9	3
WEIRD	14.1	9	3
ADULT	10.38	6	3
GRADE	11.67	7	3
STONE	9.2	5	3
APART	11.74	7	3
AWARE	13.02	8	3
FIFTH	20.56	14	4
PROUD	13.1	8	3
BIRTH	15.63	10	3
LABOR	11.92	7	3
LUCKY	20.7	14	4
PROVE	15.74	10	3
TOUGH	14.52	9	3
ALIVE	13.31	8	3
APPLE	14.59	9	3
DRESS	10.88	6	3
HORSE	13.41	8	3
MAGIC	15.95	10	3
STICK	17.23	11	3
FRANK	18.52	12	3
GUIDE	12.3	7	3
TREAT	9.84	5	3
YOUTH	17.37	11	3
HENRY	17.41	11	3
EXIST	18.69	12	4
GUARD	12.48	7	3
SHOOT	13.8	8	3
SOLID	11.34	6	3
SPORT	12.62	7	3
TASTE	10.16	5	3
HELLO	13.94	8	3
PLANE	12.73	7	3
SHAPE	16.51	10	3
UPPER	15.3	9	3
CHEAP	19.08	12	4
JOINT	19.12	12	4
STEEL	10.4	5	3
CROWD	17.94	11	3
ENEMY	16.72	10	3
LIMIT	13.01	7	3
OCEAN	13.04	7	3
PROOF	16.83	10	3
CHAIR	16.86	10	3
HONOR	14.44	8	3
EMAIL	13.22	7	3
STUCK	18.26	11	3
SUGAR	12.04	6	3
DRAMA	14.58	8	3
ENTRY	14.61	8	3
GRANT	12.15	6	3
GROWN	15.93	9	3
LYING	15.97	9	3
ROUTE	11	5	3
SMOKE	18.54	11	3
SQUAD	23.57	15	4
TEACH	17.36	10	3
ABUSE	13.64	7	3
ANGRY	16.18	9	3
LAUGH	16.21	9	3
LUNCH	17.53	10	3
STORM	13.82	7	3
CHAIN	17.61	10	3
EQUAL	22.64	14	4
QUIET	22.68	14	4
SPLIT	13.96	7	3
URBAN	14	7	3
FAULT	15.28	8	3
PHASE	17.82	10	3
SMILE	14.1	7	3
TRUCK	19.14	11	4
BLAME	16.67	9	3
DYING	17.96	10	3
FALSE	15.49	8	3
NOVEL	15.53	8	3
SHIRT	15.56	8	3
CREAM	16.85	9	3
GIANT	13.13	6	3
MAYOR	18.17	10	3
MINOR	14.45	7	3
USUAL	12.03	5	3
DRAFT	17.06	9	3
DRUNK	18.35	10	3
SPOKE	19.63	11	4
UPSET	14.67	7	3
CYCLE	20.95	12	4
ASIDE	13.49	6	3
EMPTY	21.02	12	4
PRIZE	26.13	16	4
RURAL	12.41	5	3
ADMIT	16.2	8	3
FAVOR	19.98	11	4
FRAME	18.77	10	4
GUEST	13.8	6	3
TEETH	16.34	8	3
BUNCH	21.37	12	4
FRUIT	16.41	8	3
INDEX	22.7	13	4
SHIFT	20.23	11	4
STOOD	14.02	6	3
TIGHT	17.8	9	3
CROWN	19.09	10	4
GRACE	16.62	8	3
CHOSE	19.16	10	4
CRASH	19.19	10	4
DEPTH	20.48	11	4
DIRTY	18.01	9	3
ERROR	13.05	5	3
NOISE	13.08	5	3
PANEL	15.62	7	3
PLATE	15.65	7	3
SHAME	19.44	10	4
CABLE	18.22	9	3
MULTI	15.79	7	3
PRINT	15.83	7	3
SIGHT	18.37	9	3
BROAD	17.15	8	3
DRAWN	18.44	9	3
MOTOR	15.97	7	3
SOLAR	13.51	5	3
BLIND	17.29	8	3
BRIEF	19.83	10	4
CHEST	19.86	10	4
DEBUT	17.4	8	3
PAINT	16.18	7	3
PILOT	16.22	7	3
STEAM	16.25	7	3
EXACT	25.04	14	4
QUOTE	25.07	14	4
SWEAR	17.61	8	3
TREND	15.14	6	3
BREAD	17.68	8	3
GREEK	20.21	10	4
INNER	14	5	3
ROMAN	16.54	7	3
TOWER	17.82	8	3
WHEEL	21.61	11	4
PRIDE	17.89	8	3
ROUGH	19.18	9	4
SMELL	16.71	7	3
TOPIC	19.25	9	4
AUDIO	15.57	6	3
CHART	20.6	10	4
MOUNT	16.89	7	3
OCCUR	19.42	9	4
ARGUE	15.71	6	3
BOUND	18.24	8	3
CLOUD	18.28	8	3
LOOSE	14.6	5	3
MORAL	17.13	7	3
SHOCK	25.92	14	4
THICK	25.96	14	4
THREW	22.24	11	4
ANGEL	16.03	6	3
BONUS	17.31	7	3
FLASH	22.35	11	4
GROSS	16.13	6	3
REFER	18.67	8	4
TRAIL	14.95	5	3
UNCLE	17.49	7	3
BADLY	22.52	11	4
CHASE	21.31	10	4
IDEAL	16.34	6	3
JIMMY	32.63	19	4
CLOCK	25.16	13	4
LABEL	17.7	7	3
NAKED	21.48	10	4
PITCH	24.02	12	4
PIZZA	40.3	25	4
PLAIN	17.84	7	3
ANGER	16.63	6	3
COMIC	22.91	11	4
GHOST	20.45	9	4
NEWLY	22.98	11	4
SKILL	20.52	9	4
SOLVE	19.3	8	4
TRASH	19.34	8	4
VIRUS	19.37	8	4
BOOST	18.16	7	3
CRACK	25.69	13	4
DUTCH	23.23	11	4
KNIFE	24.51	12	4
SAINT	15.8	5	3
STEAL	15.83	5	3
BUDDY	24.62	12	4
DELAY	20.9	9	4
ELITE	15.94	5	3
FORTH	23.47	11	4
LAYER	19.76	8	4
MARRY	22.3	10	4
NURSE	16.08	5	3
SHEET	19.87	8	4
BENCH	24.9	12	4
IDIOT	17.44	6	3
MEDAL	19.97	8	4
SHELL	20.01	8	4
SILLY	20.04	8	4
ANGLE	17.58	6	3
FORUM	22.61	10	4
GRASS	17.65	6	3
HENCE	22.68	10	4
RAPID	20.25	8	4
SIXTH	29.04	15	4
VALID	21.57	9	4
VITAL	20.36	8	4
CREEK	24.14	11	4
FRAUD	21.68	9	4
HONEY	24.22	11	4
RATIO	16.75	5	3
SPELL	19.29	7	4
SWORD	21.82	9	4
DROVE	21.86	9	4
GLORY	21.89	9	4
JUICE	28.18	14	4
LOGIC	20.71	8	4
STRIP	19.5	7	4
DOZEN	29.53	15	4
FANCY	27.07	13	4
INPUT	19.64	7	4
KNOCK	29.67	15	4
OUGHT	22.21	9	4
FLOOD	22.28	9	4
MARIA	19.81	7	4
SWING	22.35	9	4
ALERT	17.39	5	3
ARENA	17.42	5	3
BILLY	23.71	10	4
BRAVE	23.74	10	4
FLEET	21.28	8	4
SHAKE	26.35	12	4
SHORE	21.38	8	4
BLAST	20.17	7	4
POUND	21.49	8	4
PUNCH	26.52	12	4
FEWER	25.31	11	4
GRAVE	22.84	9	4
MOUSE	20.38	7	4
PIANO	20.41	7	4
SLAVE	21.7	8	4
CRAFT	24.23	10	4
DEVIL	23.02	9	4
SAUCE	20.59	7	4
SLIDE	19.38	6	4
TIGER	19.41	6	4
BEAST	20.7	7	4
CANDY	25.73	11	4
FIFTY	29.52	14	4
RELAX	27.05	12	4
ALARM	20.84	7	4
GLOBE	22.12	8	4
SPARE	20.91	7	4
CHAOS	24.69	10	4
OPERA	20.98	7	4
QUEST	29.76	14	4
LOVER	22.3	8	4
PANIC	23.58	9	4
SCOPE	23.62	9	4
BRICK	28.65	13	4
MERCY	27.44	12	4
OUTER	18.73	5	4
VENUE	22.51	8	4
HABIT	25.05	10	4
NAVAL	22.58	8	4
NOBLE	21.37	7	4
PUSSY	25.15	10	4
TERRY	22.69	8	4
TOXIC	30.22	14	4
WIDER	24.01	9	4
WOUND	24.04	9	4
ASSET	19.08	5	4
BAKER	26.61	11	4
BRUSH	25.4	10	4
ESSAY	22.93	8	4
MAKER	26.72	11	4
SNAKE	24.25	9	4
ULTRA	19.29	5	4
BOBBY	30.57	14	4
CANAL	21.86	7	4
CLIMB	26.9	11	4
FEVER	26.93	11	4
FLUID	24.47	9	4
NASTY	23.25	8	4
PERRY	25.79	10	4
TWIST	23.32	8	4
UNITY	23.36	8	4
BLOWN	25.89	10	4
FENCE	25.93	10	4
STOLE	19.75	5	4
SWISS	23.53	8	4
DEALT	21.07	6	4
FLESH	27.35	11	4
FORTY	27.39	11	4
LASER	19.92	5	4
LOYAL	23.71	8	4
PATCH	28.74	12	4
RADAR	21.28	6	4
VILLA	23.82	8	4
ADOPT	23.85	8	4
BLADE	23.89	8	4
CARGO	23.92	8	4
NERVE	23.96	8	4
SANDY	25.24	9	4
TRACE	22.78	7	4
CHILL	26.56	10	4
GRAIN	21.63	6	4
LIVER	24.2	8	4
METRO	22.99	7	4
RIFLE	24.27	8	4
RIVAL	24.31	8	4
SLEPT	23.09	7	4
SPRAY	26.88	10	4
SUITE	20.66	5	4
VERSE	24.45	8	4
BLESS	23.24	7	4
CHUCK	34.52	16	4
COUCH	29.56	12	4
CRUSH	27.09	10	4
GENRE	22.13	6	4
LEASE	20.91	5	4
SHINE	24.7	8	4
TWEET	24.73	8	4
INTER	21.02	5	4
ROCKY	32.3	14	4
SHADE	26.09	9	4
VOCAL	27.37	10	4
YIELD	26.16	9	4
BURST	23.69	7	4
SALAD	22.48	6	4
STAKE	26.26	9	4
SWIFT	28.8	11	4
AWAKE	30.09	12	4
BLANK	28.87	11	4
CURVE	27.66	10	4
HARSH	28.94	11	4
HURRY	28.98	11	4
MASON	24.05	7	4
ORGAN	22.83	6	4
PEARL	24.12	7	4
SWEAT	25.4	8	4
ALIKE	26.69	9	4
ARROW	25.47	8	4
CABIN	26.76	9	4
EAGLE	23.04	6	4
EATEN	21.83	5	4
GUILT	23.11	6	4
HAVEN	29.4	11	4
VALVE	29.43	11	4
CHARM	30.72	12	4
CRUEL	24.51	7	4
DELTA	23.29	6	4
RIDGE	24.58	7	4
TRIBE	24.61	7	4
CANON	24.68	7	4
STAMP	27.22	9	4
VOTER	26	8	4
WITCH	32.29	13	4
ARRAY	26.07	8	4
BELLY	28.61	10	4
BOOTH	28.64	10	4
CLIFF	32.43	13	4
DERBY	29.96	11	4
FATAL	26.25	8	4
LEMON	25.03	7	4
SHARK	31.32	12	4
DAIRY	27.6	9	4
DIARY	27.64	9	4
DRILL	23.93	6	4
METER	25.25	7	4
OLIVE	26.53	8	4
SAFER	26.57	8	4
SETUP	25.35	7	4
SMASH	29.14	10	4
BASIN	25.42	7	4
BREED	26.71	8	4
BRIDE	26.74	8	4
FAIRY	30.53	11	4
FREAK	31.81	12	4
GRIEF	28.1	9	4
LODGE	25.63	7	4
MERIT	25.67	7	4
MICRO	28.2	9	4
REBEL	25.74	7	4
TOOTH	27.02	8	4
VIRAL	27.06	8	4
WIDOW	32.1	12	4
CURSE	25.88	7	4
DRAIN	24.67	6	4
FLAME	29.7	10	4
NINTH	27.24	8	4
PENNY	29.77	10	4
PETTY	29.81	10	4
REIGN	24.84	6	4
SCARE	26.13	7	4
SUNNY	27.41	8	4
CHEAT	29.95	10	4
CHEER	29.98	10	4
ELDER	25.02	6	4
FIBER	30.05	10	4
FRIED	28.84	9	4
PULSE	26.37	7	4
REALM	26.41	7	4
SHOUT	27.69	8	4
ALTER	23.98	5	4
BRASS	26.52	7	4
GRAPH	31.55	11	4
PENIS	26.59	7	4
SHOOK	32.87	12	4
STACK	31.66	11	4
SPITE	26.69	7	4
BUYER	30.48	10	4
CLOTH	30.51	10	4
EAGER	25.55	6	4
ELECT	26.83	7	4
LOBBY	33.12	12	4
ORBIT	26.9	7	4
TRUNK	29.44	9	4
CAROL	26.97	7	4
FERRY	32.01	11	4
GAUGE	27.04	7	4
RIDER	25.83	6	4
SHELF	32.11	11	4
WIDTH	33.4	12	4
LOSER	24.69	5	4
SHEER	28.47	8	4
STARK	29.76	9	4
THUMB	33.54	12	4
WHEAT	32.33	11	4
WRIST	28.61	8	4
ACUTE	27.4	7	4
CLERK	32.43	11	4
CRUDE	28.72	8	4
DRONE	26.25	6	4
FLOUR	28.79	8	4
INDIE	26.32	6	4
MINUS	27.61	7	4
PAUSE	27.64	7	4
PUPPY	36.43	14	4
SLICE	27.71	7	4
VINYL	32.75	11	4
PROBE	30.32	9	4
SNEAK	30.36	9	4
SPARK	32.89	11	4
STEEP	27.93	7	4
STRAW	29.21	8	4
WEIGH	34.25	12	4
ADAPT	29.28	8	4
DENSE	26.82	6	4
KITTY	34.35	12	4
WHALE	33.14	11	4
AMBER	30.67	9	4
CLASH	31.96	10	4
GRASP	29.49	8	4
HANDY	34.53	12	4
POKER	33.35	11	4
SCOUT	28.38	7	4
STEAK	30.92	9	4
SWEEP	32.2	10	4
TUMOR	28.49	7	4
CHEEK	37.28	14	4
DRAKE	32.31	10	4
POLAR	28.63	7	4
SPIKE	33.67	11	4
TOAST	26.2	5	4
WAIST	29.99	8	4
WRECK	37.52	14	4
BRAKE	33.81	11	4
COUGH	33.84	11	4
DEPOT	30.13	8	4
DRANK	32.66	10	4
FEAST	30.2	8	4
FROST	30.23	8	4
PURSE	29.05	7	4
TENSE	26.59	5	4
VEGAN	31.62	9	4
CHESS	32.91	10	4
FLOAT	30.45	8	4
GRIND	29.23	7	4
GROVE	31.77	9	4
HOBBY	39.3	15	4
LANCE	29.34	7	4
LYNCH	36.87	13	4
NAZIS	38.16	14	4
NEWER	30.69	8	4
RISKY	35.73	12	4
SOBER	29.51	7	4
SPICE	32.05	9	4
SWEPT	33.33	10	4
ARISE	27.12	5	4
BLOOM	32.15	9	4
CLOWN	33.44	10	4
DODGE	30.97	8	4
GUILD	29.76	7	4
PRONE	29.79	7	4
SONIC	29.83	7	4
SPINE	29.87	7	4
CRANE	29.9	7	4
DONOR	28.69	6	4
PASTA	29.97	7	4
TENTH	31.26	8	4
BATCH	36.29	12	4
PASTE	30.08	7	4
PLAZA	41.36	16	4
STARE	27.65	5	4
DITCH	35.18	11	4
SHAFT	35.22	11	4
SLOPE	30.25	7	4
SNACK	35.29	11	4
STERN	27.82	5	4
STIFF	35.36	11	4
SWORN	31.64	8	4
UNITE	27.93	5	4
VAULT	31.71	8	4
WAGON	33	9	4
MIDST	31.79	8	4
MOMMY	39.32	14	4
ONION	28.11	5	4
HOLLY	35.64	11	4
KARMA	35.68	11	4
SHINY	35.75	11	4
SPOON	30.78	7	4
TEDDY	34.57	10	4
THIEF	35.85	11	4
MARSH	34.64	10	4
MESSY	34.67	10	4
NINJA	37.21	12	4
SALON	28.49	5	4
VAGUE	33.53	9	4
CORAL	31.06	7	4
DOUGH	34.85	10	4
HARDY	37.38	12	4
IRONY	32.42	8	4
MAPLE	33.71	9	4
RELAY	32.49	8	4
STUNT	28.78	5	4
IVORY	36.38	11	4
NICHE	35.17	10	4
PORCH	37.7	12	4
UTTER	28.99	5	4
CREEP	34.02	9	4
DONNA	30.31	6	4
ELBOW	35.34	10	4
EXILE	37.88	12	4
GOOSE	30.41	6	4
GRILL	30.45	6	4
RULER	29.23	5	4
SPILL	31.77	7	4
SWAMP	38.05	12	4
TASTY	33.09	8	4
DECAY	36.88	11	4
FLOWN	36.91	11	4
IMPLY	38.2	12	4
MAFIA	35.73	10	4
MERRY	35.77	10	4
SHAVE	37.05	11	4
VODKA	39.59	13	4
DRIFT	34.66	9	4
HATCH	39.69	13	4
NIECE	32.23	7	4
SCENT	32.26	7	4
SLATE	29.8	5	4
SURGE	31.08	6	4
TOKEN	34.87	9	4
WOODY	38.65	12	4
YACHT	39.94	13	4
INTRO	30.01	5	4
MANOR	32.55	7	4
PROMO	35.08	9	4
PUPIL	35.12	9	4
SPOIL	32.65	7	4
COMBO	37.69	11	4
FATTY	37.72	11	4
FLUSH	37.76	11	4
HAIRY	37.79	11	4
OUNCE	32.83	7	4
SEIZE	41.61	14	4
SPICY	39.15	12	4
STING	31.68	6	4
HORNY	37.97	11	4
STALL	30.54	5	4
STRAP	33.07	7	4
DAISY	35.61	9	4
DISCO	34.39	8	4
FAINT	34.43	8	4
NOTCH	37.04	10	4
OMEGA	34.57	8	4
QUEUE	42.11	14	4
TROUT	30.89	5	4
DIGIT	33.43	7	4
FLINT	34.71	8	4
JELLY	43.5	15	4
LUNAR	31.03	5	4
PEACH	39.82	12	4
CEDAR	34.85	8	4
HEATH	38.64	11	4
PINCH	39.92	12	4
QUEER	42.46	14	4
SYRUP	37.49	10	4
DWARF	40.06	12	4
LINER	31.35	5	4
MERGE	35.14	8	4
MORON	33.92	7	4
NAIVE	35.21	8	4
OPTED	35.24	8	4
VIVID	40.28	12	4
HEDGE	37.81	10	4
JOKER	45.35	16	4
SALTY	35.42	8	4
SKATE	36.7	9	4
STRAY	35.49	8	4
TEMPO	36.77	9	4
TORCH	38.06	10	4
TURBO	34.34	7	4
BLINK	39.38	11	4
EXCEL	43.16	14	4
GENUS	33.2	6	4
GLOVE	36.98	9	4
GREED	34.52	7	4
GREET	33.31	6	4
OWING	37.09	9	4
STOKE	37.13	9	4
THIGH	40.91	12	4
BLEED	35.95	8	4
MOTTO	34.73	7	4
ONSET	32.27	5	4
PIXEL	43.55	14	4
PROSE	34.87	7	4
STEER	32.41	5	4
AMPLE	37.44	9	4
MACRO	37.48	9	4
SHADY	41.26	12	4
SLICK	40.05	11	4
STOVE	36.33	8	4
TRACT	35.12	7	4
VISTA	36.4	8	4
VOGUE	37.69	9	4
CRISP	37.73	9	4
CRUST	35.26	7	4
GAMMA	39.05	10	4
GRAPE	36.58	8	4
JUICY	47.87	17	4
MOODY	40.4	11	4
PRANK	40.44	11	4
SPEAR	35.47	7	4
STAIN	33.01	5	4
TIDAL	34.29	6	4
FLOCK	44.33	14	4
MOIST	35.65	7	4
TITAN	33.18	5	4
TRAIT	33.22	5	4
TROOP	35.75	7	4
CLONE	35.79	7	4
DROWN	38.32	9	4
JEWEL	45.86	15	4
OBESE	35.9	7	4
PIPER	38.43	9	4
SUSHI	37.22	8	4
TIMER	36	7	4
TYING	38.54	9	4
DUSTY	38.57	9	4
FIBRE	39.86	10	4
FOCAL	39.89	10	4
NOISY	37.43	8	4
SNAIL	33.71	5	4
TUTOR	33.75	5	4
YEAST	37.53	8	4
ERASE	33.82	5	4
MANLY	40.1	10	4
OXIDE	43.89	13	4
PENCE	38.92	9	4
ROUGE	35.21	6	4
CREST	36.49	7	4
DECOR	37.78	8	4
FETCH	44.07	13	4
FUZZY	64.1	29	5
NEXUS	42.92	12	4
NICER	36.71	7	4
OPTIC	39.24	9	4
PANDA	38.03	8	4
SLASH	38.06	8	4
CAMEL	39.35	9	4
CHUNK	45.63	14	4
COMET	39.42	9	4
DREAD	36.95	7	4
DUMMY	44.49	13	4
FLANK	43.27	12	4
FLARE	38.31	8	4
LEVER	38.34	8	4
PEDAL	38.38	8	4
QUERY	49.66	17	4
SWELL	38.45	8	4
ATTIC	37.24	7	4
FLICK	46.02	14	4
FUNKY	47.31	15	4
GROOM	38.59	8	4
LYRIC	41.16	10	4
PLEAD	38.7	8	4
LOTUS	34.98	5	4
PADDY	43.77	12	4
PAVED	42.55	11	4
WEDGE	41.37	10	4
CRANK	42.66	11	4
LINEN	35.19	5	4
MOOSE	37.73	7	4
MOTEL	37.76	7	4
STINT	35.3	5	4
WEARY	42.84	11	4
CASTE	37.87	7	4
COLON	37.91	7	4
MOUND	39.19	8	4
MUDDY	44.23	12	4
PRICK	45.51	13	4
MADAM	41.8	10	4
NANNY	39.33	8	4
POPPY	46.9	14	4
TEASE	35.69	5	4
MINER	38.26	7	4
NEEDY	40.79	9	4
PATTY	42.08	10	4
SWIPE	42.11	10	4
TANGO	37.15	6	4
DOVER	40.93	9	4
DWELL	40.97	9	4
FIERY	43.51	11	4
JOLLY	48.58	15	4
MUMMY	47.36	14	4
PURGE	39.9	8	4
VENOM	42.43	10	4
WINDY	44.97	12	4
FURRY	43.75	11	4
MANGO	40.04	8	4
OASIS	36.32	5	4
ODDLY	42.61	10	4
PAGAN	40.14	8	4
PSALM	41.43	9	4
SPREE	38.96	7	4
VAPOR	42.75	10	4
WITTY	44.03	11	4
WOVEN	44.07	11	4
AMEND	40.35	8	4
DEITY	41.64	9	4
FINCH	46.68	13	4
GYPSY	47.96	14	4
ETHIC	43	10	4
FLAIR	40.53	8	4
HAUNT	40.57	8	4
HAZEL	51.85	17	4
STASH	40.64	8	4
VIOLA	40.67	8	4
QUOTA	48.21	14	4
SWORE	40.74	8	4
WEAVE	44.53	11	4
ERECT	39.56	7	4
FAUNA	40.85	8	4
FLIRT	40.88	8	4
FLUTE	40.92	8	4
MATTE	39.7	7	4
MORSE	39.74	7	4
STOOL	37.27	5	4
TRUCE	39.81	7	4
UNFIT	41.1	8	4
BRINK	44.88	11	4
SIGMA	41.17	8	4
USHER	41.2	8	4
EQUIP	51.24	16	4
HAVOC	47.52	13	4
HUMID	45.06	11	4
LITRE	37.59	5	4
MILKY	48.88	14	4
MIXER	48.91	14	4
PIVOT	43.95	10	4
ICING	41.48	8	4
LAPSE	40.27	7	4
MIMIC	45.3	11	4
MURAL	40.34	7	4
NASAL	37.87	5	4
QUASI	49.16	14	4
DINER	39.19	6	4
ENVOY	45.48	11	4
GRAVY	46.77	12	4
PSYCH	50.55	15	4
SQUAT	49.34	14	4
THORN	41.87	8	4
WHARF	49.41	14	4
WISER	41.94	8	4
GLOSS	39.48	6	4
GUISE	39.51	6	4
LEASH	42.05	8	4
SHIRE	42.08	8	4
SWUNG	43.37	9	4
TABOO	40.9	7	4
GRAIL	39.69	6	4
LITER	38.47	5	4
OPIUM	43.51	9	4
PENAL	41.04	7	4
PLANK	46.08	11	4
PRIVY	48.61	13	4
SMEAR	41.15	7	4
SNOWY	46.19	11	4
STALK	43.72	9	4
STINK	43.76	9	4
INLET	38.83	5	4
KUDOS	45.11	10	4
