WORD	DIFFICULTY	SCRABBLE_SCORE	PAR
KNIFE	10.14	12	3
SAINT	2.91	5	3
STEAL	2.91	5	3
BUDDY	10.16	12	3
CARES	4.99	7	3
DELAY	7.07	9	3
ELITE	2.94	5	3
FORTH	9.15	11	3
HOPES	8.12	10	3
LAYER	6.06	8	3
MARRY	8.13	10	3
NURSE	2.96	5	3
RUGBY	9.18	11	3
SHEET	6.08	8	3
BENCH	10.22	12	3
IDIOT	4.02	6	3
MEDAL	6.1	8	3
ROGER	4.03	6	3
SHELL	6.11	8	3
SILLY	6.11	8	3
ALLEN	3.01	5	3
ANGLE	4.05	6	3
FORUM	8.2	10	3
GRASS	4.07	6	3
HENCE	8.21	10	3
RACES	5.11	7	3
RAPID	6.15	8	3
SIXTH	13.4	15	3
VALID	7.2	9	3
VITAL	6.17	8	3
CREEK	9.28	11	3
FRAUD	7.21	9	3
HONEY	9.29	11	3
RATIO	3.09	5	3
SCARY	8.27	10	3
SPELL	5.17	7	3
SWORD	7.24	9	3
BEGUN	6.21	8	3
DADDY	9.32	11	3
DROVE	7.26	9	3
GLORY	7.27	9	3
JUICE	12.44	14	3
LOGIC	6.24	8	3
STRIP	5.21	7	3
DOZEN	13.49	15	3
FANCY	11.43	13	3
HOLES	6.26	8	3
INPUT	5.24	7	3
KNOCK	13.52	15	3
OUGHT	7.32	9	3
BLUES	5.25	7	3
BOXES	12.5	14	3
FLOOD	7.33	9	3
MARIA	5.27	7	3
RALLY	6.31	8	3
SWING	7.35	9	3
ALERT	3.22	5	3
ARENA	3.22	5	3
BILLY	8.4	10	3
BRAVE	8.41	10	3
FLEET	6.34	8	3
JOKES	14.62	16	3
ROBIN	5.32	7	3
SHAKE	10.5	12	3
SHORE	6.37	8	3
BLAST	5.34	7	3
BONES	5.34	7	3
POUND	6.38	8	3
PUNCH	10.53	12	3
FEWER	9.5	11	3
GRAVE	7.43	9	3
MOUSE	5.37	7	3
OSCAR	5.38	7	3
PIANO	5.38	7	3
SLAVE	6.42	8	3
CRAFT	8.5	10	3
DEVIL	7.47	9	3
GATES	4.37	6	3
RATED	4.38	6	3
RULED	4.38	6	3
SAUCE	5.42	7	3
SLIDE	4.39	6	3
TIGER	4.4	6	3
ALIEN	3.37	5	3
BEAST	5.44	7	3
CANDY	9.59	11	3
CITED	6.49	8	3
DATED	5.46	7	3
FIFTY	12.71	14	3
RELAX	10.64	12	3
ACTED	6.51	8	3
ALARM	5.48	7	3
GLOBE	6.52	8	3
HOPED	9.63	11	3
SPARE	5.5	7	3
CHAOS	8.61	10	3
OPERA	5.51	7	3
QUEST	12.76	14	3
SIZED	13.8	15	3
ANIME	5.53	7	3
BARRY	8.64	10	3
JERRY	13.82	15	3
LOVER	6.58	8	3
PANIC	7.62	9	3
SCOPE	7.62	9	3
STAYS	6.6	8	3
AIMED	6.6	8	3
ALPHA	8.68	10	3
BRICK	11.79	13	3
DANNY	7.65	9	3
MERCY	10.76	12	3
OUTER	3.53	5	3
SCREW	8.7	10	3
VENUE	6.64	8	3
WAGES	7.68	9	3
HABIT	8.72	10	3
LAURA	3.55	5	3
NAVAL	6.66	8	3
NOBLE	5.63	7	3
PUSSY	8.74	10	3
ROBOT	5.65	7	3
TERRY	6.69	8	3
TOXIC	12.9	14	3
WIDER	7.73	9	3
WOUND	7.74	9	3
ASSET	3.61	5	3
BAKER	9.82	11	3
BRUSH	8.79	10	3
ESSAY	6.73	8	3
MAKER	9.83	11	3
SNAKE	7.77	9	3
ULTRA	3.64	5	3
USAGE	4.68	6	3
BOBBY	12.96	14	3
CANAL	5.72	7	3
CLIMB	9.87	11	3
FEVER	9.87	11	3
FLUID	7.81	9	3
NASTY	6.78	8	3
PERRY	8.86	10	3
TWIST	6.79	8	3
UNITY	6.8	8	3
BLOWN	8.87	10	3
FENCE	8.88	10	3
MALES	5.78	7	3
STOLE	3.72	5	3
SWISS	6.83	8	3
BORED	6.83	8	3
DEALT	4.77	6	3
FLESH	9.95	11	3
FORTY	9.95	11	3
HATED	7.89	9	3
LASER	3.76	5	3
LOYAL	6.87	8	3
PATCH	11.01	12	3
RADAR	4.81	6	3
VILLA	6.88	8	3
ADOPT	6.89	8	3
BLADE	6.89	8	3
CARGO	6.9	8	3
CRIED	6.91	8	3
HUMOR	8.98	10	3
NERVE	6.92	8	3
SANDY	7.96	9	3
SHEEP	9	10	3
TRACE	5.9	7	3
BASES	5.9	7	3
CHILL	9.01	10	3
CODES	6.95	8	3
CRAIG	6.96	8	3
GRAIN	4.89	6	3
GROWS	8	9	3
KNEES	8.01	9	3
LIVER	6.98	8	3
METRO	5.95	7	3
MINES	5.96	7	3
RIFLE	7	8	3
RIVAL	7	8	3
SADLY	8.04	9	3
SIZES	13.22	14	3
SLEPT	5.98	7	3
SPRAY	9.09	10	3
SUITE	3.93	5	3
VERSE	7.03	8	3
ACRES	6.01	7	3
BLESS	6.01	7	3
CHUCK	15.33	16	3
COUCH	11.2	12	3
CRUSH	9.13	10	3
FIRES	7.07	8	3
GENRE	5.01	6	3
LEASE	3.98	5	3
SHINE	7.09	8	3
TWEET	7.09	8	3
TYLER	7.1	8	3
INTER	4	5	3
REACT	6.07	7	3
ROCKY	13.32	14	3
SHADE	8.15	9	3
TOMMY	11.26	12	3
VOCAL	9.2	10	3
YIELD	8.17	9	3
BACON	8.18	9	3
BURST	6.11	7	3
COSTA	6.12	7	3
HATES	7.16	8	3
SALAD	5.1	6	3
STAKE	8.2	9	3
SWIFT	10.28	11	3
WELSH	10.28	11	3
AWAKE	11.32	12	3
BLANK	10.3	11	3
CURVE	9.27	10	3
FLOWS	10.31	11	3
GENES	5.14	6	3
HARSH	10.32	11	3
HURRY	10.32	11	3
LAKES	8.26	9	3
MASON	6.2	7	3
NANCY	9.31	10	3
ORGAN	5.17	6	3
PEARL	6.21	7	3
SWEAT	7.25	8	3
ALIKE	8.29	9	3
ARROW	7.27	8	3
CABIN	8.31	9	3
EAGLE	5.21	6	3
EATEN	4.18	5	3
GUILT	5.22	6	3
HAVEN	10.4	11	3
PUTIN	6.26	7	3
THEFT	10.41	11	3
VALVE	10.41	11	3
CHARM	11.45	12	3
CRUEL	6.29	7	3
DELTA	5.26	6	3
JULIA	11.47	12	3
RIDGE	6.3	7	3
TRIBE	6.31	7	3
ZONES	13.56	14	3
CANON	6.32	7	3
CARED	7.36	8	3
LOSES	4.26	5	3
STAMP	8.41	9	3
VOTER	7.38	8	3
WITCH	12.56	13	3
ARRAY	7.39	8	3
BELLY	9.46	10	3
BOOTH	9.47	10	3
CLIFF	12.58	13	3
DERBY	10.52	11	3
DRAWS	8.45	9	3
FATAL	7.42	8	3
LEMON	6.39	7	3
OUTTA	4.33	5	3
RALPH	9.51	10	3
SHARK	11.58	12	3
TALES	4.35	5	3
COLIN	6.42	7	3
DAIRY	8.5	9	3
DIARY	8.5	9	3
DRILL	5.4	6	3
EDGES	6.44	7	3
METER	6.45	7	3
OLIVE	7.49	8	3
SAFER	7.5	8	3
SETUP	6.47	7	3
SKULL	8.54	9	3
SMASH	9.58	10	3
BASIN	6.48	7	3
BREED	7.52	8	3
BRIDE	7.53	8	3
CHICK	15.81	16	3
FAIRY	10.64	11	3
FREAK	11.68	12	3
GRIEF	8.59	9	3
LINED	5.49	6	3
LODGE	6.53	7	3
MERIT	6.53	7	3
MICRO	8.61	9	3
RAPED	7.58	8	3
REBEL	6.55	7	3
TOOTH	7.59	8	3
VIRAL	7.6	8	3
WIDOW	11.74	12	3
BEARD	7.61	8	3
CURSE	6.58	7	3
DRAIN	5.55	6	3
FLAME	9.69	10	3
INTEL	4.53	5	3
NINTH	7.64	8	3
PENNY	9.71	10	3
PETTY	9.72	10	3
REIGN	5.58	6	3
RISES	4.56	5	3
SCARE	6.63	7	3
SUNNY	7.67	8	3
CHEAT	9.74	10	3
CHEER	9.75	10	3
CHILE	9.76	10	3
DEMON	7.69	8	3
ELDER	5.63	6	3
FIBER	9.77	10	3
FRIED	8.74	9	3
PULSE	6.68	7	3
REALM	6.69	7	3
RIDES	5.66	6	3
SHOUT	7.73	8	3
ALTER	4.63	5	3
BRASS	6.71	7	3
GRAPH	10.85	11	3
PENIS	6.72	7	3
SHOOK	11.9	12	3
STACK	10.87	11	3
AGING	6.74	7	3
AUDIT	5.71	6	3
BLOWS	9.85	10	3
DRIED	6.75	7	3
JESSE	11.93	12	3
LOGAN	5.73	6	3
SPITE	6.77	7	3
BURNT	6.78	7	3
BUYER	9.89	10	3
CEASE	6.79	7	3
CLOTH	9.9	10	3
EAGER	5.76	6	3
ELECT	6.8	7	3
LOBBY	11.98	12	3
ORBIT	6.82	7	3
RANCH	9.92	10	3
TIRES	4.76	5	3
TRUNK	8.9	9	3
BADGE	8.91	9	3
BUSES	6.84	7	3
CAROL	6.85	7	3
DIANA	5.82	6	3
FERRY	11	11	3
GAUGE	6.87	7	3
PATHS	9.98	10	3
RIDER	5.84	6	3
SHELF	11.02	11	3
WIDTH	12.06	12	3
LEGIT	5.86	6	3
LOSER	4.83	5	3
ROSES	4.84	5	3
SHEER	7.95	8	3
STARK	8.99	9	3
THUMB	12.1	12	3
URGED	6.93	7	3
WHEAT	11.07	11	3
WRIST	7.97	8	3
ACUTE	6.95	7	3
CIVIC	12.12	12	3
CLERK	11.09	11	3
CRUDE	8	8	3
DRONE	5.93	6	3
FLOUR	8.01	8	3
INDIE	5.94	6	3
MINUS	6.98	7	3
PAUSE	6.99	7	3
PUPPY	14.24	14	3
SLICE	7	7	3
VINYL	11.15	11	3
LINUX	12.19	12	3
MATES	7.02	7	3
PROBE	9.09	9	3
REMIX	14.27	14	3
SNEAK	9.1	9	3
SPARK	11.18	11	3
STEEP	7.05	7	3
STRAW	8.09	8	3
WEIGH	12.23	12	3
ADAPT	8.1	8	3
COHEN	10.17	10	3
CYBER	12.25	12	3
DENSE	6.05	6	3
KITTY	12.26	12	3
MOSES	7.09	7	3
WHALE	11.24	11	3
AMBER	9.17	9	3
ANKLE	9.18	9	3
ARMOR	7.11	7	3
BERRY	10.22	10	3
CLASH	10.23	10	3
GRASP	8.17	8	3
HANDY	12.31	12	3
LANES	5.07	5	3
MANGA	8.18	8	3
POKER	11.29	11	3
SALLY	8.19	8	3
SCOUT	7.16	7	3
STEAK	9.24	9	3
SWEEP	10.28	10	3
TUMOR	7.18	7	3
CHEEK	14.43	14	3
CURRY	10.3	10	3
DRAKE	10.3	10	3
MODES	8.24	8	3
POLAR	7.21	7	3
SKIRT	9.28	9	3
SPIKE	11.36	11	3
TOAST	5.16	5	3
WAIST	8.27	8	3
WRECK	14.48	14	3
BLEND	8.28	8	3
BRAKE	11.39	11	3
COUGH	11.39	11	3
DEPOT	8.29	8	3
DRANK	10.37	10	3
DUDES	7.27	7	3
FEAST	8.31	8	3
FROST	8.32	8	3
PIPES	9.36	9	3
PURSE	7.29	7	3
TENSE	5.23	5	3
VEGAN	9.37	9	3
CHESS	10.41	10	3
FLOAT	8.35	8	3
GRIND	7.32	7	3
GROVE	9.4	9	3
HOBBY	15.61	15	3
LANCE	7.34	7	3
LYNCH	13.55	13	3
NAZIS	14.59	14	3
NEWER	8.39	8	3
RISKY	12.53	12	3
SIDED	7.37	7	3
SOBER	7.37	7	3
SPICE	9.45	9	3
SWEPT	10.49	10	3
TOWEL	8.42	8	3
TUBES	7.4	7	3
ARISE	5.33	5	3
ASHES	8.44	8	3
BLOOM	9.48	9	3
CLOWN	10.52	10	3
DODGE	8.46	8	3
GUILD	7.43	7	3
PRONE	7.43	7	3
SIEGE	6.41	6	3
SIXTY	15.72	15	3
SONIC	7.45	7	3
SPINE	7.46	7	3
ADMIN	8.5	8	3
BAKED	12.64	12	3
BETTY	10.58	10	3
CRANE	7.48	7	3
DONOR	6.45	6	3
HONDA	9.56	9	3
PASTA	7.5	7	3
RANDY	9.57	9	3
TENTH	8.54	8	3
BATCH	12.69	12	3
MITCH	12.69	12	3
PASTE	7.52	7	3
PLAZA	16.84	16	3
STARE	5.47	5	3
BLUNT	7.54	7	3
CHAMP	14.79	14	3
DITCH	11.69	11	3
RILEY	8.59	8	3
SCRAP	9.63	9	3
SHAFT	11.71	11	3
SLOPE	7.58	7	3
SNACK	11.72	11	3
STERN	5.52	5	3
STIFF	11.73	11	3
SUDAN	6.56	6	3
SWORN	8.64	8	3
UNITE	5.54	5	3
VAULT	8.65	8	3
WAGON	9.69	9	3
BIKES	11.76	11	3
CREWS	10.73	10	3
HOMER	10.74	10	3
JENNY	15.92	15	3
MIDST	8.68	8	3
MOMMY	14.9	14	3
ONION	5.59	5	3
ROGUE	6.63	6	3
ABBEY	12.84	12	3
BARON	7.68	7	3
BUNNY	10.79	10	3
CHOIR	10.79	10	3
HOLLY	11.83	11	3
KARMA	11.84	11	3
POLES	7.7	7	3
SHINY	11.85	11	3
SPOON	7.72	7	3
TEDDY	10.82	10	3
THIEF	11.86	11	3
ALLEY	8.77	8	3
BULLY	10.84	10	3
BURKE	11.88	11	3
MARSH	10.85	10	3
MESSY	10.86	10	3
MOLLY	10.86	10	3
NINJA	12.94	12	3
ROAST	5.7	5	3
SALON	5.71	5	3
TUNED	6.75	6	3
VAGUE	9.86	9	3
CORAL	7.79	7	3
DOUGH	10.9	10	3
HARDY	12.98	12	3
IRONY	8.85	8	3
MAPLE	9.89	9	3
RELAY	8.86	8	3
RISEN	5.76	5	3
STUNT	5.76	5	3
WHORE	11.98	11	3
WIPED	11.98	11	3
YAHOO	11.99	11	3
AIRED	6.82	6	3
CAKES	12	11	3
FLAWS	12.01	11	3
FREED	9.94	9	3
IVORY	12.02	11	3
KERRY	13.06	12	3
NICHE	10.99	10	3
PORCH	13.07	12	3
UTTER	5.83	5	3
WIRES	8.94	8	3
CREEP	9.98	9	3
DEVON	9.99	9	3
DONNA	6.89	6	3
ELBOW	11.03	10	3
EXILE	13.11	12	3
FELIX	16.22	15	3
GOOSE	6.91	6	3
GRILL	6.92	6	3
RULER	5.89	5	3
SPERM	10.03	9	3
SPILL	7.97	7	3
SWAMP	13.15	12	3
TASTY	9.01	8	3
URINE	5.92	5	3
CALIF	11.09	10	3
DECAY	12.13	11	3
DIANE	6.97	6	3
FLOWN	12.15	11	3
IMPLY	13.19	12	3
